Game Number,AI1 [RANDOM] Wins,AI1 [RANDOM] Losses,AI1 [RANDOM] Draws,AI1 [RANDOM] Win Percentage,AI1 [RANDOM] Cumulative Game Reward,AI1 [RANDOM] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
805,192,610,3,0.239,-90800,-112.795,610,192,3,0.758,90800,112.795
806,192,611,3,0.238,-91100,-113.027,611,192,3,0.758,91100,113.027
807,192,612,3,0.238,-91200,-113.011,612,192,3,0.758,91200,113.011
808,192,613,3,0.238,-91400,-113.119,613,192,3,0.759,91400,113.119
809,192,614,3,0.237,-91800,-113.473,614,192,3,0.759,91800,113.473
810,192,615,3,0.237,-91900,-113.457,615,192,3,0.759,91900,113.457
811,192,616,3,0.237,-92300,-113.81,616,192,3,0.76,92300,113.81
812,192,617,3,0.236,-92600,-114.039,617,192,3,0.76,92600,114.039
813,192,618,3,0.236,-92900,-114.268,618,192,3,0.76,92900,114.268
814,192,619,3,0.236,-93100,-114.373,619,192,3,0.76,93100,114.373
815,192,620,3,0.236,-93400,-114.601,620,192,3,0.761,93400,114.601
816,192,621,3,0.235,-93800,-114.951,621,192,3,0.761,93800,114.951
817,192,622,3,0.235,-94300,-115.422,622,192,3,0.761,94300,115.422
818,192,623,3,0.235,-94700,-115.77,623,192,3,0.762,94700,115.77
819,192,624,3,0.234,-94800,-115.751,624,192,3,0.762,94800,115.751
820,192,625,3,0.234,-95000,-115.854,625,192,3,0.762,95000,115.854
821,192,626,3,0.234,-95400,-116.2,626,192,3,0.762,95400,116.2
822,192,627,3,0.234,-95500,-116.18,627,192,3,0.763,95500,116.18
823,192,628,3,0.233,-95900,-116.525,628,192,3,0.763,95900,116.525
824,193,628,3,0.234,-95600,-116.019,628,193,3,0.762,95600,116.019
825,193,629,3,0.234,-95800,-116.121,629,193,3,0.762,95800,116.121
826,193,630,3,0.234,-96000,-116.223,630,193,3,0.763,96000,116.223
827,193,631,3,0.233,-96200,-116.324,631,193,3,0.763,96200,116.324
828,194,631,3,0.234,-95900,-115.821,631,194,3,0.762,95900,115.821
829,194,632,3,0.234,-96200,-116.043,632,194,3,0.762,96200,116.043
830,194,633,3,0.234,-96500,-116.265,633,194,3,0.763,96500,116.265
831,194,634,3,0.233,-96600,-116.245,634,194,3,0.763,96600,116.245
832,194,635,3,0.233,-96800,-116.346,635,194,3,0.763,96800,116.346
833,194,636,3,0.233,-97000,-116.447,636,194,3,0.764,97000,116.447
834,194,637,3,0.233,-97300,-116.667,637,194,3,0.764,97300,116.667
835,194,638,3,0.232,-97700,-117.006,638,194,3,0.764,97700,117.006
836,194,639,3,0.232,-97900,-117.105,639,194,3,0.764,97900,117.105
837,194,640,3,0.232,-98300,-117.443,640,194,3,0.765,98300,117.443
838,194,641,3,0.232,-98500,-117.542,641,194,3,0.765,98500,117.542
839,194,642,3,0.231,-98800,-117.759,642,194,3,0.765,98800,117.759
840,194,643,3,0.231,-99200,-118.095,643,194,3,0.765,99200,118.095
841,194,644,3,0.231,-99400,-118.193,644,194,3,0.766,99400,118.193
842,194,645,3,0.23,-99500,-118.171,645,194,3,0.766,99500,118.171
843,195,645,3,0.231,-99200,-117.675,645,195,3,0.765,99200,117.675
844,195,646,3,0.231,-99400,-117.773,646,195,3,0.765,99400,117.773
845,195,647,3,0.231,-99600,-117.87,647,195,3,0.766,99600,117.87
846,195,648,3,0.23,-99700,-117.849,648,195,3,0.766,99700,117.849
847,195,649,3,0.23,-100100,-118.182,649,195,3,0.766,100100,118.182
848,196,649,3,0.231,-99700,-117.571,649,196,3,0.765,99700,117.571
849,196,650,3,0.231,-100000,-117.786,650,196,3,0.766,100000,117.786
850,196,651,3,0.231,-100300,-118,651,196,3,0.766,100300,118
851,196,652,3,0.23,-100500,-118.096,652,196,3,0.766,100500,118.096
852,196,653,3,0.23,-100700,-118.192,653,196,3,0.766,100700,118.192
853,196,654,3,0.23,-100900,-118.288,654,196,3,0.767,100900,118.288
854,196,655,3,0.23,-101200,-118.501,655,196,3,0.767,101200,118.501
855,196,656,3,0.229,-101400,-118.596,656,196,3,0.767,101400,118.596
856,196,657,3,0.229,-101600,-118.692,657,196,3,0.768,101600,118.692
857,196,658,3,0.229,-101800,-118.786,658,196,3,0.768,101800,118.786
858,196,659,3,0.228,-102200,-119.114,659,196,3,0.768,102200,119.114
859,196,660,3,0.228,-102600,-119.441,660,196,3,0.768,102600,119.441
860,196,661,3,0.228,-102700,-119.419,661,196,3,0.769,102700,119.419
861,196,662,3,0.228,-102800,-119.396,662,196,3,0.769,102800,119.396
862,197,662,3,0.229,-102400,-118.794,662,197,3,0.768,102400,118.794
863,197,663,3,0.228,-102500,-118.772,663,197,3,0.768,102500,118.772
864,197,664,3,0.228,-102900,-119.097,664,197,3,0.769,102900,119.097
865,197,665,3,0.228,-103000,-119.075,665,197,3,0.769,103000,119.075
866,198,665,3,0.229,-102700,-118.591,665,198,3,0.768,102700,118.591
867,198,666,3,0.228,-103000,-118.8,666,198,3,0.768,103000,118.8
868,198,667,3,0.228,-103200,-118.894,667,198,3,0.768,103200,118.894
869,199,667,3,0.229,-102800,-118.297,667,199,3,0.768,102800,118.297
870,199,668,3,0.229,-102900,-118.276,668,199,3,0.768,102900,118.276
871,199,669,3,0.228,-103300,-118.599,669,199,3,0.768,103300,118.599
872,199,670,3,0.228,-103500,-118.693,670,199,3,0.768,103500,118.693
873,199,671,3,0.228,-103700,-118.786,671,199,3,0.769,103700,118.786
874,199,672,3,0.228,-104100,-119.108,672,199,3,0.769,104100,119.108
875,199,673,3,0.227,-104400,-119.314,673,199,3,0.769,104400,119.314
876,199,674,3,0.227,-104600,-119.406,674,199,3,0.769,104600,119.406
877,199,675,3,0.227,-104900,-119.612,675,199,3,0.77,104900,119.612
878,199,676,3,0.227,-105100,-119.704,676,199,3,0.77,105100,119.704
879,200,676,3,0.228,-104700,-119.113,676,200,3,0.769,104700,119.113
880,201,676,3,0.228,-104300,-118.523,676,201,3,0.768,104300,118.523
881,201,677,3,0.228,-104700,-118.842,677,201,3,0.768,104700,118.842
882,201,678,3,0.228,-105000,-119.048,678,201,3,0.769,105000,119.048
883,201,679,3,0.228,-105200,-119.139,679,201,3,0.769,105200,119.139
884,201,680,3,0.227,-105600,-119.457,680,201,3,0.769,105600,119.457
885,201,681,3,0.227,-105800,-119.548,681,201,3,0.769,105800,119.548
886,201,682,3,0.227,-106200,-119.865,682,201,3,0.77,106200,119.865
887,201,683,3,0.227,-106400,-119.955,683,201,3,0.77,106400,119.955
888,201,684,3,0.226,-106500,-119.932,684,201,3,0.77,106500,119.932
889,202,684,3,0.227,-106300,-119.573,684,202,3,0.769,106300,119.573
890,202,685,3,0.227,-106700,-119.888,685,202,3,0.77,106700,119.888
891,202,686,3,0.227,-106900,-119.978,686,202,3,0.77,106900,119.978
892,202,687,3,0.226,-107000,-119.955,687,202,3,0.77,107000,119.955
893,202,688,3,0.226,-107300,-120.157,688,202,3,0.77,107300,120.157
894,202,689,3,0.226,-107700,-120.47,689,202,3,0.771,107700,120.47
895,202,690,3,0.226,-108100,-120.782,690,202,3,0.771,108100,120.782
896,202,691,3,0.225,-108400,-120.982,691,202,3,0.771,108400,120.982
897,202,692,3,0.225,-108600,-121.07,692,202,3,0.771,108600,121.07
898,202,693,3,0.225,-109000,-121.381,693,202,3,0.772,109000,121.381
899,202,694,3,0.225,-109400,-121.691,694,202,3,0.772,109400,121.691
900,202,695,3,0.224,-109600,-121.778,695,202,3,0.772,109600,121.778
901,202,696,3,0.224,-110000,-122.087,696,202,3,0.772,110000,122.087
902,202,697,3,0.224,-110400,-122.395,697,202,3,0.773,110400,122.395
903,202,698,3,0.224,-110600,-122.481,698,202,3,0.773,110600,122.481
904,202,699,3,0.223,-110900,-122.677,699,202,3,0.773,110900,122.677
905,202,700,3,0.223,-111100,-122.762,700,202,3,0.773,111100,122.762
906,202,701,3,0.223,-111300,-122.848,701,202,3,0.774,111300,122.848
907,202,702,3,0.223,-111500,-122.933,702,202,3,0.774,111500,122.933
908,203,702,3,0.224,-111100,-122.357,702,203,3,0.773,111100,122.357
909,203,703,3,0.223,-111500,-122.662,703,203,3,0.773,111500,122.662
910,203,704,3,0.223,-111700,-122.747,704,203,3,0.774,111700,122.747
911,204,704,3,0.224,-111300,-122.173,704,204,3,0.773,111300,122.173
912,204,705,3,0.224,-111700,-122.478,705,204,3,0.773,111700,122.478
913,204,706,3,0.223,-111900,-122.563,706,204,3,0.773,111900,122.563
914,204,707,3,0.223,-112200,-122.757,707,204,3,0.774,112200,122.757
915,204,707,4,0.223,-112200,-122.623,707,204,4,0.773,112200,122.623
916,204,708,4,0.223,-112400,-122.707,708,204,4,0.773,112400,122.707
917,204,709,4,0.222,-112700,-122.901,709,204,4,0.773,112700,122.901
918,204,710,4,0.222,-112900,-122.985,710,204,4,0.773,112900,122.985
919,204,711,4,0.222,-113100,-123.069,711,204,4,0.774,113100,123.069
920,204,712,4,0.222,-113400,-123.261,712,204,4,0.774,113400,123.261
921,205,712,4,0.223,-113000,-122.693,712,205,4,0.773,113000,122.693
922,205,713,4,0.222,-113200,-122.777,713,205,4,0.773,113200,122.777
923,205,714,4,0.222,-113400,-122.86,714,205,4,0.774,113400,122.86
924,205,715,4,0.222,-113600,-122.944,715,205,4,0.774,113600,122.944
925,205,716,4,0.222,-114000,-123.243,716,205,4,0.774,114000,123.243
926,205,717,4,0.221,-114200,-123.326,717,205,4,0.774,114200,123.326
927,205,718,4,0.221,-114400,-123.409,718,205,4,0.775,114400,123.409
928,205,719,4,0.221,-114700,-123.599,719,205,4,0.775,114700,123.599
929,205,720,4,0.221,-114900,-123.681,720,205,4,0.775,114900,123.681
930,205,721,4,0.22,-115300,-123.978,721,205,4,0.775,115300,123.978
931,205,722,4,0.22,-115500,-124.06,722,205,4,0.776,115500,124.06
932,205,723,4,0.22,-115700,-124.142,723,205,4,0.776,115700,124.142
933,205,724,4,0.22,-115900,-124.223,724,205,4,0.776,115900,124.223
934,205,725,4,0.219,-116300,-124.518,725,205,4,0.776,116300,124.518
935,205,726,4,0.219,-116700,-124.813,726,205,4,0.776,116700,124.813
936,205,727,4,0.219,-117100,-125.107,727,205,4,0.777,117100,125.107
937,205,728,4,0.219,-117200,-125.08,728,205,4,0.777,117200,125.08
938,205,729,4,0.219,-117300,-125.053,729,205,4,0.777,117300,125.053
939,205,730,4,0.218,-117500,-125.133,730,205,4,0.777,117500,125.133
940,205,731,4,0.218,-117700,-125.213,731,205,4,0.778,117700,125.213
941,205,732,4,0.218,-118000,-125.399,732,205,4,0.778,118000,125.399
942,205,733,4,0.218,-118100,-125.372,733,205,4,0.778,118100,125.372
943,205,734,4,0.217,-118500,-125.663,734,205,4,0.778,118500,125.663
944,205,735,4,0.217,-118700,-125.742,735,205,4,0.779,118700,125.742
945,205,736,4,0.217,-118900,-125.82,736,205,4,0.779,118900,125.82
946,205,737,4,0.217,-119300,-126.11,737,205,4,0.779,119300,126.11
947,205,738,4,0.216,-119400,-126.082,738,205,4,0.779,119400,126.082
948,205,739,4,0.216,-119600,-126.16,739,205,4,0.78,119600,126.16
949,205,740,4,0.216,-119700,-126.133,740,205,4,0.78,119700,126.133
950,205,741,4,0.216,-119900,-126.211,741,205,4,0.78,119900,126.211
951,205,742,4,0.216,-120000,-126.183,742,205,4,0.78,120000,126.183
952,205,743,4,0.215,-120200,-126.261,743,205,4,0.78,120200,126.261
953,205,744,4,0.215,-120600,-126.548,744,205,4,0.781,120600,126.548
954,205,745,4,0.215,-120900,-126.73,745,205,4,0.781,120900,126.73
955,205,746,4,0.215,-121000,-126.702,746,205,4,0.781,121000,126.702
956,205,747,4,0.214,-121300,-126.883,747,205,4,0.781,121300,126.883
957,205,748,4,0.214,-121700,-127.168,748,205,4,0.782,121700,127.168
958,206,748,4,0.215,-121300,-126.618,748,206,4,0.781,121300,126.618
959,206,749,4,0.215,-121700,-126.903,749,206,4,0.781,121700,126.903
960,206,750,4,0.215,-122100,-127.188,750,206,4,0.781,122100,127.188
961,206,751,4,0.214,-122300,-127.263,751,206,4,0.781,122300,127.263
962,206,752,4,0.214,-122500,-127.339,752,206,4,0.782,122500,127.339
963,206,753,4,0.214,-122700,-127.414,753,206,4,0.782,122700,127.414
964,207,753,4,0.215,-122500,-127.075,753,207,4,0.781,122500,127.075
965,207,754,4,0.215,-122700,-127.15,754,207,4,0.781,122700,127.15
966,207,755,4,0.214,-122900,-127.226,755,207,4,0.782,122900,127.226
967,207,756,4,0.214,-123100,-127.301,756,207,4,0.782,123100,127.301
968,208,756,4,0.215,-122700,-126.756,756,208,4,0.781,122700,126.756
969,208,757,4,0.215,-123100,-127.038,757,208,4,0.781,123100,127.038
970,208,758,4,0.214,-123300,-127.113,758,208,4,0.781,123300,127.113
971,208,759,4,0.214,-123400,-127.085,759,208,4,0.782,123400,127.085
972,208,760,4,0.214,-123800,-127.366,760,208,4,0.782,123800,127.366
973,208,761,4,0.214,-124000,-127.441,761,208,4,0.782,124000,127.441
974,208,762,4,0.214,-124200,-127.515,762,208,4,0.782,124200,127.515
975,208,763,4,0.213,-124400,-127.59,763,208,4,0.783,124400,127.59
976,208,764,4,0.213,-124600,-127.664,764,208,4,0.783,124600,127.664
977,208,765,4,0.213,-124700,-127.636,765,208,4,0.783,124700,127.636
978,208,766,4,0.213,-124800,-127.607,766,208,4,0.783,124800,127.607
979,208,767,4,0.212,-125000,-127.681,767,208,4,0.783,125000,127.681
980,208,768,4,0.212,-125300,-127.857,768,208,4,0.784,125300,127.857
981,208,769,4,0.212,-125400,-127.829,769,208,4,0.784,125400,127.829
982,208,770,4,0.212,-125600,-127.902,770,208,4,0.784,125600,127.902
983,208,771,4,0.212,-125800,-127.976,771,208,4,0.784,125800,127.976
984,208,772,4,0.211,-125900,-127.947,772,208,4,0.785,125900,127.947
985,208,773,4,0.211,-126100,-128.02,773,208,4,0.785,126100,128.02
986,209,773,4,0.212,-125900,-127.688,773,209,4,0.784,125900,127.688
987,209,774,4,0.212,-126000,-127.66,774,209,4,0.784,126000,127.66
988,209,775,4,0.212,-126100,-127.632,775,209,4,0.784,126100,127.632
989,209,776,4,0.211,-126300,-127.705,776,209,4,0.785,126300,127.705
990,209,777,4,0.211,-126500,-127.778,777,209,4,0.785,126500,127.778
991,209,778,4,0.211,-126900,-128.052,778,209,4,0.785,126900,128.052
992,209,779,4,0.211,-127000,-128.024,779,209,4,0.785,127000,128.024
993,209,780,4,0.21,-127200,-128.097,780,209,4,0.785,127200,128.097
994,209,781,4,0.21,-127400,-128.169,781,209,4,0.786,127400,128.169
995,209,782,4,0.21,-127500,-128.141,782,209,4,0.786,127500,128.141
996,209,783,4,0.21,-127700,-128.213,783,209,4,0.786,127700,128.213
997,209,784,4,0.21,-128100,-128.485,784,209,4,0.786,128100,128.485
998,209,785,4,0.209,-128400,-128.657,785,209,4,0.787,128400,128.657
999,209,786,4,0.209,-128600,-128.729,786,209,4,0.787,128600,128.729
1000,209,787,4,0.209,-128900,-128.9,787,209,4,0.787,128900,128.9
1001,209,788,4,0.209,-129100,-128.971,788,209,4,0.787,129100,128.971
1002,209,789,4,0.209,-129300,-129.042,789,209,4,0.787,129300,129.042
1003,209,790,4,0.208,-129500,-129.113,790,209,4,0.788,129500,129.113
1004,209,791,4,0.208,-129700,-129.183,791,209,4,0.788,129700,129.183
1005,209,792,4,0.208,-130100,-129.453,792,209,4,0.788,130100,129.453
1006,209,793,4,0.208,-130300,-129.523,793,209,4,0.788,130300,129.523
1007,209,794,4,0.208,-130500,-129.593,794,209,4,0.788,130500,129.593
1008,209,795,4,0.207,-130700,-129.663,795,209,4,0.789,130700,129.663
1009,209,796,4,0.207,-131100,-129.931,796,209,4,0.789,131100,129.931
1010,209,797,4,0.207,-131500,-130.198,797,209,4,0.789,131500,130.198
1011,209,798,4,0.207,-131900,-130.465,798,209,4,0.789,131900,130.465
1012,210,798,4,0.208,-131700,-130.138,798,210,4,0.789,131700,130.138
1013,210,799,4,0.207,-131900,-130.207,799,210,4,0.789,131900,130.207
1014,210,800,4,0.207,-132100,-130.276,800,210,4,0.789,132100,130.276
1015,210,801,4,0.207,-132500,-130.542,801,210,4,0.789,132500,130.542
1016,211,801,4,0.208,-131900,-129.823,801,211,4,0.788,131900,129.823
1017,212,801,4,0.208,-131700,-129.499,801,212,4,0.788,131700,129.499
1018,212,802,4,0.208,-132100,-129.764,802,212,4,0.788,132100,129.764
1019,212,803,4,0.208,-132500,-130.029,803,212,4,0.788,132500,130.029
1020,212,804,4,0.208,-132800,-130.196,804,212,4,0.788,132800,130.196
1021,212,805,4,0.208,-133000,-130.264,805,212,4,0.788,133000,130.264
1022,212,806,4,0.207,-133400,-130.528,806,212,4,0.789,133400,130.528
1023,212,807,4,0.207,-133600,-130.596,807,212,4,0.789,133600,130.596
1024,212,808,4,0.207,-133900,-130.762,808,212,4,0.789,133900,130.762
1025,212,809,4,0.207,-134000,-130.732,809,212,4,0.789,134000,130.732
1026,213,809,4,0.208,-133600,-130.214,809,213,4,0.788,133600,130.214
1027,213,810,4,0.207,-134000,-130.477,810,213,4,0.789,134000,130.477
1028,213,811,4,0.207,-134200,-130.545,811,213,4,0.789,134200,130.545
1029,214,811,4,0.208,-133800,-130.029,811,214,4,0.788,133800,130.029
1030,214,812,4,0.208,-133900,-130,812,214,4,0.788,133900,130
1031,214,813,4,0.208,-134300,-130.262,813,214,4,0.789,134300,130.262
1032,214,814,4,0.207,-134700,-130.523,814,214,4,0.789,134700,130.523
1033,214,815,4,0.207,-135000,-130.687,815,214,4,0.789,135000,130.687
1034,214,816,4,0.207,-135200,-130.754,816,214,4,0.789,135200,130.754
1035,214,817,4,0.207,-135400,-130.821,817,214,4,0.789,135400,130.821
1036,214,818,4,0.207,-135600,-130.888,818,214,4,0.79,135600,130.888
1037,214,819,4,0.206,-135800,-130.955,819,214,4,0.79,135800,130.955
1038,214,820,4,0.206,-136000,-131.021,820,214,4,0.79,136000,131.021
1039,214,821,4,0.206,-136400,-131.28,821,214,4,0.79,136400,131.28
1040,214,822,4,0.206,-136500,-131.25,822,214,4,0.79,136500,131.25
1041,214,823,4,0.206,-136600,-131.22,823,214,4,0.791,136600,131.22
1042,214,824,4,0.205,-136900,-131.382,824,214,4,0.791,136900,131.382
1043,215,824,4,0.206,-136600,-130.968,824,215,4,0.79,136600,130.968
1044,215,825,4,0.206,-136800,-131.034,825,215,4,0.79,136800,131.034
1045,215,826,4,0.206,-137000,-131.1,826,215,4,0.79,137000,131.1
1046,215,827,4,0.206,-137400,-131.358,827,215,4,0.791,137400,131.358
1047,215,828,4,0.205,-137800,-131.614,828,215,4,0.791,137800,131.614
1048,215,829,4,0.205,-138000,-131.679,829,215,4,0.791,138000,131.679
1049,215,830,4,0.205,-138300,-131.84,830,215,4,0.791,138300,131.84
1050,215,831,4,0.205,-138600,-132,831,215,4,0.791,138600,132
1051,215,832,4,0.205,-138900,-132.16,832,215,4,0.792,138900,132.16
1052,215,833,4,0.204,-139300,-132.414,833,215,4,0.792,139300,132.414
1053,215,834,4,0.204,-139600,-132.574,834,215,4,0.792,139600,132.574
1054,216,834,4,0.205,-139300,-132.163,834,216,4,0.791,139300,132.163
1055,217,834,4,0.206,-139100,-131.848,834,217,4,0.791,139100,131.848
1056,217,835,4,0.205,-139500,-132.102,835,217,4,0.791,139500,132.102
1057,217,836,4,0.205,-139900,-132.356,836,217,4,0.791,139900,132.356
1058,217,837,4,0.205,-140100,-132.42,837,217,4,0.791,140100,132.42
1059,217,838,4,0.205,-140300,-132.483,838,217,4,0.791,140300,132.483
1060,217,839,4,0.205,-140500,-132.547,839,217,4,0.792,140500,132.547
1061,217,840,4,0.205,-140800,-132.705,840,217,4,0.792,140800,132.705
1062,217,841,4,0.204,-141200,-132.957,841,217,4,0.792,141200,132.957
1063,218,841,4,0.205,-140900,-132.549,841,218,4,0.791,140900,132.549
1064,218,842,4,0.205,-141000,-132.519,842,218,4,0.791,141000,132.519
1065,218,843,4,0.205,-141400,-132.77,843,218,4,0.792,141400,132.77
1066,218,844,4,0.205,-141800,-133.021,844,218,4,0.792,141800,133.021
1067,218,845,4,0.204,-142000,-133.083,845,218,4,0.792,142000,133.083
1068,218,846,4,0.204,-142200,-133.146,846,218,4,0.792,142200,133.146
1069,218,847,4,0.204,-142600,-133.396,847,218,4,0.792,142600,133.396
1070,218,848,4,0.204,-142800,-133.458,848,218,4,0.793,142800,133.458
1071,218,849,4,0.204,-142900,-133.427,849,218,4,0.793,142900,133.427
1072,218,850,4,0.203,-143100,-133.489,850,218,4,0.793,143100,133.489
1073,218,851,4,0.203,-143300,-133.551,851,218,4,0.793,143300,133.551
1074,219,851,4,0.204,-143100,-133.24,851,219,4,0.792,143100,133.24
1075,219,852,4,0.204,-143300,-133.302,852,219,4,0.793,143300,133.302
1076,219,853,4,0.204,-143700,-133.55,853,219,4,0.793,143700,133.55
1077,219,854,4,0.203,-144000,-133.705,854,219,4,0.793,144000,133.705
1078,219,855,4,0.203,-144200,-133.766,855,219,4,0.793,144200,133.766
1079,219,856,4,0.203,-144500,-133.92,856,219,4,0.793,144500,133.92
1080,219,857,4,0.203,-144800,-134.074,857,219,4,0.794,144800,134.074
1081,219,858,4,0.203,-144900,-134.043,858,219,4,0.794,144900,134.043
1082,219,859,4,0.202,-145100,-134.104,859,219,4,0.794,145100,134.104
1083,219,860,4,0.202,-145300,-134.164,860,219,4,0.794,145300,134.164
1084,219,861,4,0.202,-145400,-134.133,861,219,4,0.794,145400,134.133
1085,219,862,4,0.202,-145600,-134.194,862,219,4,0.794,145600,134.194
1086,219,863,4,0.202,-145800,-134.254,863,219,4,0.795,145800,134.254
1087,219,864,4,0.201,-145900,-134.223,864,219,4,0.795,145900,134.223
1088,219,865,4,0.201,-146100,-134.283,865,219,4,0.795,146100,134.283
1089,219,866,4,0.201,-146400,-134.435,866,219,4,0.795,146400,134.435
1090,220,866,4,0.202,-146200,-134.128,866,220,4,0.794,146200,134.128
1091,220,867,4,0.202,-146300,-134.097,867,220,4,0.795,146300,134.097
1092,220,868,4,0.201,-146400,-134.066,868,220,4,0.795,146400,134.066
1093,220,869,4,0.201,-146600,-134.126,869,220,4,0.795,146600,134.126
1094,220,870,4,0.201,-146900,-134.278,870,220,4,0.795,146900,134.278
1095,220,871,4,0.201,-147300,-134.521,871,220,4,0.795,147300,134.521
1096,220,872,4,0.201,-147500,-134.58,872,220,4,0.796,147500,134.58
1097,220,873,4,0.201,-147600,-134.549,873,220,4,0.796,147600,134.549
1098,220,874,4,0.2,-147800,-134.608,874,220,4,0.796,147800,134.608
1099,221,874,4,0.201,-147500,-134.213,874,221,4,0.795,147500,134.213
1100,221,875,4,0.201,-147900,-134.455,875,221,4,0.795,147900,134.455
1101,222,875,4,0.202,-147500,-133.969,875,222,4,0.795,147500,133.969
1102,222,876,4,0.201,-147700,-134.029,876,222,4,0.795,147700,134.029
1103,222,877,4,0.201,-147800,-133.998,877,222,4,0.795,147800,133.998
1104,222,878,4,0.201,-148200,-134.239,878,222,4,0.795,148200,134.239
1105,222,879,4,0.201,-148600,-134.48,879,222,4,0.795,148600,134.48
1106,222,880,4,0.201,-148800,-134.539,880,222,4,0.796,148800,134.539
1107,222,881,4,0.201,-149100,-134.688,881,222,4,0.796,149100,134.688
1108,222,882,4,0.2,-149200,-134.657,882,222,4,0.796,149200,134.657
1109,222,883,4,0.2,-149400,-134.716,883,222,4,0.796,149400,134.716
1110,222,884,4,0.2,-149800,-134.955,884,222,4,0.796,149800,134.955
1111,222,885,4,0.2,-150100,-135.104,885,222,4,0.797,150100,135.104
1112,222,886,4,0.2,-150300,-135.162,886,222,4,0.797,150300,135.162
1113,222,887,4,0.199,-150700,-135.4,887,222,4,0.797,150700,135.4
1114,222,888,4,0.199,-151100,-135.637,888,222,4,0.797,151100,135.637
1115,222,889,4,0.199,-151500,-135.874,889,222,4,0.797,151500,135.874
1116,222,890,4,0.199,-151700,-135.932,890,222,4,0.797,151700,135.932
1117,222,891,4,0.199,-152100,-136.168,891,222,4,0.798,152100,136.168
1118,222,892,4,0.199,-152300,-136.225,892,222,4,0.798,152300,136.225
1119,222,893,4,0.198,-152500,-136.282,893,222,4,0.798,152500,136.282
1120,222,894,4,0.198,-152700,-136.339,894,222,4,0.798,152700,136.339
1121,222,895,4,0.198,-153100,-136.574,895,222,4,0.798,153100,136.574
1122,223,895,4,0.199,-152700,-136.096,895,223,4,0.798,152700,136.096
1123,223,896,4,0.199,-153100,-136.331,896,223,4,0.798,153100,136.331
1124,223,897,4,0.198,-153500,-136.566,897,223,4,0.798,153500,136.566
1125,223,898,4,0.198,-153700,-136.622,898,223,4,0.798,153700,136.622
1126,223,899,4,0.198,-154000,-136.767,899,223,4,0.798,154000,136.767
1127,224,899,4,0.199,-153700,-136.38,899,224,4,0.798,153700,136.38
1128,224,900,4,0.199,-153900,-136.436,900,224,4,0.798,153900,136.436
1129,224,901,4,0.198,-154000,-136.404,901,224,4,0.798,154000,136.404
1130,224,902,4,0.198,-154400,-136.637,902,224,4,0.798,154400,136.637
1131,224,903,4,0.198,-154700,-136.782,903,224,4,0.798,154700,136.782
1132,224,904,4,0.198,-155100,-137.014,904,224,4,0.799,155100,137.014
1133,224,905,4,0.198,-155300,-137.07,905,224,4,0.799,155300,137.07
1134,224,906,4,0.198,-155700,-137.302,906,224,4,0.799,155700,137.302
1135,224,907,4,0.197,-155900,-137.357,907,224,4,0.799,155900,137.357
1136,224,908,4,0.197,-156100,-137.412,908,224,4,0.799,156100,137.412
1137,224,909,4,0.197,-156400,-137.555,909,224,4,0.799,156400,137.555
1138,224,910,4,0.197,-156700,-137.698,910,224,4,0.8,156700,137.698
1139,224,911,4,0.197,-156900,-137.752,911,224,4,0.8,156900,137.752
1140,224,912,4,0.196,-157100,-137.807,912,224,4,0.8,157100,137.807
1141,224,913,4,0.196,-157300,-137.862,913,224,4,0.8,157300,137.862
1142,224,914,4,0.196,-157600,-138.004,914,224,4,0.8,157600,138.004
1143,224,915,4,0.196,-157800,-138.058,915,224,4,0.801,157800,138.058
1144,224,916,4,0.196,-158000,-138.112,916,224,4,0.801,158000,138.112
1145,224,917,4,0.196,-158200,-138.166,917,224,4,0.801,158200,138.166
1146,224,918,4,0.195,-158400,-138.22,918,224,4,0.801,158400,138.22
1147,224,919,4,0.195,-158500,-138.187,919,224,4,0.801,158500,138.187
1148,224,920,4,0.195,-158900,-138.415,920,224,4,0.801,158900,138.415
1149,224,921,4,0.195,-159300,-138.642,921,224,4,0.802,159300,138.642
1150,225,921,4,0.196,-159000,-138.261,921,225,4,0.801,159000,138.261
1151,225,922,4,0.195,-159200,-138.315,922,225,4,0.801,159200,138.315
1152,225,923,4,0.195,-159400,-138.368,923,225,4,0.801,159400,138.368
1153,225,924,4,0.195,-159600,-138.422,924,225,4,0.801,159600,138.422
1154,225,925,4,0.195,-159700,-138.388,925,225,4,0.802,159700,138.388
1155,225,926,4,0.195,-159900,-138.442,926,225,4,0.802,159900,138.442
1156,225,927,4,0.195,-160000,-138.408,927,225,4,0.802,160000,138.408
1157,225,928,4,0.194,-160100,-138.375,928,225,4,0.802,160100,138.375
1158,225,929,4,0.194,-160500,-138.601,929,225,4,0.802,160500,138.601
1159,225,930,4,0.194,-160700,-138.654,930,225,4,0.802,160700,138.654
1160,225,931,4,0.194,-160800,-138.621,931,225,4,0.803,160800,138.621
1161,225,932,4,0.194,-160900,-138.587,932,225,4,0.803,160900,138.587
1162,225,933,4,0.194,-161300,-138.812,933,225,4,0.803,161300,138.812
1163,225,934,4,0.193,-161500,-138.865,934,225,4,0.803,161500,138.865
