Game Number,AI1 [RANDOM] Wins,AI1 [RANDOM] Losses,AI1 [RANDOM] Draws,AI1 [RANDOM] Win Percentage,AI1 [RANDOM] Cumulative Game Reward,AI1 [RANDOM] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
369,104,265,0,0.282,-36800,-99.729,265,104,0,0.718,36800,99.729
370,105,265,0,0.284,-36200,-97.838,265,105,0,0.716,36200,97.838
371,105,266,0,0.283,-36400,-98.113,266,105,0,0.717,36400,98.113
372,106,266,0,0.285,-35800,-96.237,266,106,0,0.715,35800,96.237
373,107,266,0,0.287,-35600,-95.442,266,107,0,0.713,35600,95.442
374,107,267,0,0.286,-35800,-95.722,267,107,0,0.714,35800,95.722
375,107,268,0,0.285,-36300,-96.8,268,107,0,0.715,36300,96.8
376,108,268,0,0.287,-36100,-96.011,268,108,0,0.713,36100,96.011
377,108,269,0,0.286,-36400,-96.552,269,108,0,0.714,36400,96.552
378,108,270,0,0.286,-36700,-97.09,270,108,0,0.714,36700,97.09
379,109,270,0,0.288,-36600,-96.57,270,109,0,0.712,36600,96.57
380,109,271,0,0.287,-36900,-97.105,271,109,0,0.713,36900,97.105
381,109,272,0,0.286,-37200,-97.638,272,109,0,0.714,37200,97.638
382,109,273,0,0.285,-37400,-97.906,273,109,0,0.715,37400,97.906
383,110,273,0,0.287,-37300,-97.389,273,110,0,0.713,37300,97.389
384,111,273,0,0.289,-37100,-96.615,273,111,0,0.711,37100,96.615
385,112,273,0,0.291,-36700,-95.325,273,112,0,0.709,36700,95.325
386,113,273,0,0.293,-35900,-93.005,273,113,0,0.707,35900,93.005
387,114,273,0,0.295,-35400,-91.473,273,114,0,0.705,35400,91.473
388,114,274,0,0.294,-35600,-91.753,274,114,0,0.706,35600,91.753
389,114,275,0,0.293,-36000,-92.545,275,114,0,0.707,36000,92.545
390,114,276,0,0.292,-36200,-92.821,276,114,0,0.708,36200,92.821
391,114,277,0,0.292,-36300,-92.839,277,114,0,0.708,36300,92.839
392,115,277,0,0.293,-36100,-92.092,277,115,0,0.707,36100,92.092
393,115,278,0,0.293,-36500,-92.875,278,115,0,0.707,36500,92.875
394,115,279,0,0.292,-36900,-93.655,279,115,0,0.708,36900,93.655
395,115,280,0,0.291,-37400,-94.684,280,115,0,0.709,37400,94.684
396,115,281,0,0.29,-37800,-95.455,281,115,0,0.71,37800,95.455
397,115,282,0,0.29,-38200,-96.222,282,115,0,0.71,38200,96.222
398,115,283,0,0.289,-38700,-97.236,283,115,0,0.711,38700,97.236
399,116,283,0,0.291,-38200,-95.739,283,116,0,0.709,38200,95.739
400,116,284,0,0.29,-38600,-96.5,284,116,0,0.71,38600,96.5
401,116,285,0,0.289,-39000,-97.257,285,116,0,0.711,39000,97.257
402,116,286,0,0.289,-39200,-97.512,286,116,0,0.711,39200,97.512
403,116,287,0,0.288,-39400,-97.767,287,116,0,0.712,39400,97.767
404,116,288,0,0.287,-39700,-98.267,288,116,0,0.713,39700,98.267
405,116,289,0,0.286,-40300,-99.506,289,116,0,0.714,40300,99.506
406,117,289,0,0.288,-39900,-98.276,289,117,0,0.712,39900,98.276
407,117,290,0,0.287,-40100,-98.526,290,117,0,0.713,40100,98.526
408,117,291,0,0.287,-40300,-98.775,291,117,0,0.713,40300,98.775
409,117,292,0,0.286,-40600,-99.267,292,117,0,0.714,40600,99.267
410,117,293,0,0.285,-40900,-99.756,293,117,0,0.715,40900,99.756
411,117,294,0,0.285,-41200,-100.243,294,117,0,0.715,41200,100.243
412,117,295,0,0.284,-41800,-101.456,295,117,0,0.716,41800,101.456
413,117,296,0,0.283,-42000,-101.695,296,117,0,0.717,42000,101.695
414,117,297,0,0.283,-42100,-101.691,297,117,0,0.717,42100,101.691
415,117,298,0,0.282,-42200,-101.687,298,117,0,0.718,42200,101.687
416,117,299,0,0.281,-42500,-102.163,299,117,0,0.719,42500,102.163
417,117,300,0,0.281,-42600,-102.158,300,117,0,0.719,42600,102.158
418,117,301,0,0.28,-42800,-102.392,301,117,0,0.72,42800,102.392
419,118,301,0,0.282,-42300,-100.955,301,118,0,0.718,42300,100.955
420,119,301,0,0.283,-41800,-99.524,301,119,0,0.717,41800,99.524
421,119,302,0,0.283,-42200,-100.238,302,119,0,0.717,42200,100.238
422,119,303,0,0.282,-42400,-100.474,303,119,0,0.718,42400,100.474
423,120,303,0,0.284,-41900,-99.054,303,120,0,0.716,41900,99.054
424,120,304,0,0.283,-42100,-99.292,304,120,0,0.717,42100,99.292
425,120,305,0,0.282,-42400,-99.765,305,120,0,0.718,42400,99.765
426,120,306,0,0.282,-42600,-100,306,120,0,0.718,42600,100
427,121,306,0,0.283,-42500,-99.532,306,121,0,0.717,42500,99.532
428,121,307,0,0.283,-42800,-100,307,121,0,0.717,42800,100
429,121,308,0,0.282,-42900,-100,308,121,0,0.718,42900,100
430,121,309,0,0.281,-43000,-100,309,121,0,0.719,43000,100
431,121,310,0,0.281,-43200,-100.232,310,121,0,0.719,43200,100.232
432,122,310,0,0.282,-43100,-99.769,310,122,0,0.718,43100,99.769
433,122,311,0,0.282,-43300,-100,311,122,0,0.718,43300,100
434,122,312,0,0.281,-43500,-100.23,312,122,0,0.719,43500,100.23
435,123,312,0,0.283,-42700,-98.161,312,123,0,0.717,42700,98.161
436,124,312,0,0.284,-42100,-96.56,312,124,0,0.716,42100,96.56
437,125,312,0,0.286,-41700,-95.423,312,125,0,0.714,41700,95.423
438,125,313,0,0.285,-41800,-95.434,313,125,0,0.715,41800,95.434
439,126,313,0,0.287,-41300,-94.077,313,126,0,0.713,41300,94.077
440,126,314,0,0.286,-41800,-95,314,126,0,0.714,41800,95
441,127,314,0,0.288,-41400,-93.878,314,127,0,0.712,41400,93.878
442,127,315,0,0.287,-41700,-94.344,315,127,0,0.713,41700,94.344
443,127,316,0,0.287,-42100,-95.034,316,127,0,0.713,42100,95.034
444,127,317,0,0.286,-42300,-95.27,317,127,0,0.714,42300,95.27
445,127,318,0,0.285,-42700,-95.955,318,127,0,0.715,42700,95.955
446,127,319,0,0.285,-43000,-96.413,319,127,0,0.715,43000,96.413
447,127,320,0,0.284,-43200,-96.644,320,127,0,0.716,43200,96.644
448,127,321,0,0.283,-43600,-97.321,321,127,0,0.717,43600,97.321
449,127,322,0,0.283,-43700,-97.327,322,127,0,0.717,43700,97.327
450,128,322,0,0.284,-43200,-96,322,128,0,0.716,43200,96
451,128,323,0,0.284,-43400,-96.231,323,128,0,0.716,43400,96.231
452,128,324,0,0.283,-43500,-96.239,324,128,0,0.717,43500,96.239
453,128,325,0,0.283,-43900,-96.909,325,128,0,0.717,43900,96.909
454,128,326,0,0.282,-44100,-97.137,326,128,0,0.718,44100,97.137
455,128,327,0,0.281,-44200,-97.143,327,128,0,0.719,44200,97.143
456,128,328,0,0.281,-44300,-97.149,328,128,0,0.719,44300,97.149
457,128,329,0,0.28,-44500,-97.374,329,128,0,0.72,44500,97.374
458,128,330,0,0.279,-44600,-97.38,330,128,0,0.721,44600,97.38
459,128,331,0,0.279,-44800,-97.603,331,128,0,0.721,44800,97.603
460,129,331,0,0.28,-44700,-97.174,331,129,0,0.72,44700,97.174
461,129,332,0,0.28,-44900,-97.397,332,129,0,0.72,44900,97.397
462,129,333,0,0.279,-45100,-97.619,333,129,0,0.721,45100,97.619
463,130,333,0,0.281,-44500,-96.112,333,130,0,0.719,44500,96.112
464,131,333,0,0.282,-44000,-94.828,333,131,0,0.718,44000,94.828
465,132,333,0,0.284,-43800,-94.194,333,132,0,0.716,43800,94.194
466,132,334,0,0.283,-43900,-94.206,334,132,0,0.717,43900,94.206
467,132,335,0,0.283,-44300,-94.861,335,132,0,0.717,44300,94.861
468,133,335,0,0.284,-44200,-94.444,335,133,0,0.716,44200,94.444
469,134,335,0,0.286,-43900,-93.603,335,134,0,0.714,43900,93.603
470,134,336,0,0.285,-44000,-93.617,336,134,0,0.715,44000,93.617
471,134,337,0,0.285,-44200,-93.843,337,134,0,0.715,44200,93.843
472,134,338,0,0.284,-44600,-94.492,338,134,0,0.716,44600,94.492
473,134,339,0,0.283,-44900,-94.926,339,134,0,0.717,44900,94.926
474,134,340,0,0.283,-45100,-95.148,340,134,0,0.717,45100,95.148
475,135,340,0,0.284,-44500,-93.684,340,135,0,0.716,44500,93.684
476,135,341,0,0.284,-44700,-93.908,341,135,0,0.716,44700,93.908
477,135,342,0,0.283,-45000,-94.34,342,135,0,0.717,45000,94.34
478,135,343,0,0.282,-45400,-94.979,343,135,0,0.718,45400,94.979
479,135,344,0,0.282,-45500,-94.99,344,135,0,0.718,45500,94.99
480,135,345,0,0.281,-45800,-95.417,345,135,0,0.719,45800,95.417
481,135,346,0,0.281,-46000,-95.634,346,135,0,0.719,46000,95.634
482,135,347,0,0.28,-46100,-95.643,347,135,0,0.72,46100,95.643
483,135,348,0,0.28,-46300,-95.859,348,135,0,0.72,46300,95.859
484,135,349,0,0.279,-46500,-96.074,349,135,0,0.721,46500,96.074
485,135,350,0,0.278,-46700,-96.289,350,135,0,0.722,46700,96.289
486,135,351,0,0.278,-47000,-96.708,351,135,0,0.722,47000,96.708
487,135,352,0,0.277,-47100,-96.715,352,135,0,0.723,47100,96.715
488,135,353,0,0.277,-47400,-97.131,353,135,0,0.723,47400,97.131
489,135,354,0,0.276,-47600,-97.342,354,135,0,0.724,47600,97.342
490,136,354,0,0.278,-47400,-96.735,354,136,0,0.722,47400,96.735
491,137,354,0,0.279,-46900,-95.519,354,137,0,0.721,46900,95.519
492,137,355,0,0.278,-47100,-95.732,355,137,0,0.722,47100,95.732
493,137,356,0,0.278,-47600,-96.552,356,137,0,0.722,47600,96.552
494,138,356,0,0.279,-47100,-95.344,356,138,0,0.721,47100,95.344
495,138,357,0,0.279,-47400,-95.758,357,138,0,0.721,47400,95.758
496,138,358,0,0.278,-48000,-96.774,358,138,0,0.722,48000,96.774
497,138,359,0,0.278,-48500,-97.586,359,138,0,0.722,48500,97.586
498,139,359,0,0.279,-48100,-96.586,359,139,0,0.721,48100,96.586
499,139,360,0,0.279,-48300,-96.794,360,139,0,0.721,48300,96.794
500,139,361,0,0.278,-48800,-97.6,361,139,0,0.722,48800,97.6
501,139,362,0,0.277,-49000,-97.804,362,139,0,0.723,49000,97.804
502,140,362,0,0.279,-48500,-96.614,362,140,0,0.721,48500,96.614
503,140,363,0,0.278,-48700,-96.819,363,140,0,0.722,48700,96.819
504,140,364,0,0.278,-48900,-97.024,364,140,0,0.722,48900,97.024
505,141,364,0,0.279,-48500,-96.04,364,141,0,0.721,48500,96.04
506,141,365,0,0.279,-48800,-96.443,365,141,0,0.721,48800,96.443
507,142,365,0,0.28,-48500,-95.661,365,142,0,0.72,48500,95.661
508,142,366,0,0.28,-48700,-95.866,366,142,0,0.72,48700,95.866
509,142,367,0,0.279,-48800,-95.874,367,142,0,0.721,48800,95.874
510,142,368,0,0.278,-49300,-96.667,368,142,0,0.722,49300,96.667
511,142,369,0,0.278,-49500,-96.869,369,142,0,0.722,49500,96.869
512,142,370,0,0.277,-50000,-97.656,370,142,0,0.723,50000,97.656
513,142,371,0,0.277,-50100,-97.661,371,142,0,0.723,50100,97.661
514,142,372,0,0.276,-50700,-98.638,372,142,0,0.724,50700,98.638
515,142,373,0,0.276,-50800,-98.641,373,142,0,0.724,50800,98.641
516,142,374,0,0.275,-51100,-99.031,374,142,0,0.725,51100,99.031
517,142,375,0,0.275,-51300,-99.226,375,142,0,0.725,51300,99.226
518,143,375,0,0.276,-50800,-98.069,375,143,0,0.724,50800,98.069
519,144,375,0,0.277,-50200,-96.724,375,144,0,0.723,50200,96.724
520,144,376,0,0.277,-50600,-97.308,376,144,0,0.723,50600,97.308
521,144,377,0,0.276,-50800,-97.505,377,144,0,0.724,50800,97.505
522,145,377,0,0.278,-50500,-96.743,377,145,0,0.722,50500,96.743
523,145,378,0,0.277,-50600,-96.75,378,145,0,0.723,50600,96.75
524,145,379,0,0.277,-50800,-96.947,379,145,0,0.723,50800,96.947
525,145,380,0,0.276,-51000,-97.143,380,145,0,0.724,51000,97.143
526,146,380,0,0.278,-50400,-95.817,380,146,0,0.722,50400,95.817
527,146,381,0,0.277,-50600,-96.015,381,146,0,0.723,50600,96.015
528,147,381,0,0.278,-50100,-94.886,381,147,0,0.722,50100,94.886
529,147,382,0,0.278,-50200,-94.896,382,147,0,0.722,50200,94.896
530,147,383,0,0.277,-50400,-95.094,383,147,0,0.723,50400,95.094
531,147,384,0,0.277,-50900,-95.857,384,147,0,0.723,50900,95.857
532,147,385,0,0.276,-51300,-96.429,385,147,0,0.724,51300,96.429
533,147,386,0,0.276,-51700,-96.998,386,147,0,0.724,51700,96.998
534,147,387,0,0.275,-51900,-97.191,387,147,0,0.725,51900,97.191
535,147,388,0,0.275,-52100,-97.383,388,147,0,0.725,52100,97.383
536,147,389,0,0.274,-52300,-97.575,389,147,0,0.726,52300,97.575
537,148,389,0,0.276,-51800,-96.462,389,148,0,0.724,51800,96.462
538,148,390,0,0.275,-51900,-96.468,390,148,0,0.725,51900,96.468
539,148,391,0,0.275,-52000,-96.475,391,148,0,0.725,52000,96.475
540,148,392,0,0.274,-52200,-96.667,392,148,0,0.726,52200,96.667
541,149,392,0,0.275,-51800,-95.749,392,149,0,0.725,51800,95.749
542,149,393,0,0.275,-51900,-95.756,393,149,0,0.725,51900,95.756
543,149,394,0,0.274,-52300,-96.317,394,149,0,0.726,52300,96.317
544,149,395,0,0.274,-52500,-96.507,395,149,0,0.726,52500,96.507
545,150,395,0,0.275,-52100,-95.596,395,150,0,0.725,52100,95.596
546,151,395,0,0.277,-51700,-94.689,395,151,0,0.723,51700,94.689
547,152,395,0,0.278,-51500,-94.15,395,152,0,0.722,51500,94.15
548,153,395,0,0.279,-51100,-93.248,395,153,0,0.721,51100,93.248
549,153,396,0,0.279,-51400,-93.625,396,153,0,0.721,51400,93.625
550,154,396,0,0.28,-51200,-93.091,396,154,0,0.72,51200,93.091
551,154,397,0,0.279,-51400,-93.285,397,154,0,0.721,51400,93.285
552,154,398,0,0.279,-51600,-93.478,398,154,0,0.721,51600,93.478
553,154,399,0,0.278,-51700,-93.49,399,154,0,0.722,51700,93.49
554,154,400,0,0.278,-51800,-93.502,400,154,0,0.722,51800,93.502
555,154,401,0,0.277,-51900,-93.514,401,154,0,0.723,51900,93.514
556,154,402,0,0.277,-52300,-94.065,402,154,0,0.723,52300,94.065
557,155,402,0,0.278,-52100,-93.537,402,155,0,0.722,52100,93.537
558,156,402,0,0.28,-51900,-93.011,402,156,0,0.72,51900,93.011
559,157,402,0,0.281,-51500,-92.129,402,157,0,0.719,51500,92.129
560,157,403,0,0.28,-51800,-92.5,403,157,0,0.72,51800,92.5
561,157,404,0,0.28,-52000,-92.692,404,157,0,0.72,52000,92.692
562,157,405,0,0.279,-52200,-92.883,405,157,0,0.721,52200,92.883
563,157,406,0,0.279,-52500,-93.25,406,157,0,0.721,52500,93.25
564,157,407,0,0.278,-52800,-93.617,407,157,0,0.722,52800,93.617
565,157,408,0,0.278,-52900,-93.628,408,157,0,0.722,52900,93.628
566,157,409,0,0.277,-53400,-94.346,409,157,0,0.723,53400,94.346
567,158,409,0,0.279,-53000,-93.474,409,158,0,0.721,53000,93.474
568,158,410,0,0.278,-53300,-93.838,410,158,0,0.722,53300,93.838
569,158,411,0,0.278,-53900,-94.728,411,158,0,0.722,53900,94.728
570,158,412,0,0.277,-54500,-95.614,412,158,0,0.723,54500,95.614
571,159,412,0,0.278,-54300,-95.096,412,159,0,0.722,54300,95.096
572,159,413,0,0.278,-54600,-95.455,413,159,0,0.722,54600,95.455
573,159,414,0,0.277,-55000,-95.986,414,159,0,0.723,55000,95.986
574,160,414,0,0.279,-54800,-95.47,414,160,0,0.721,54800,95.47
575,161,414,0,0.28,-54600,-94.957,414,161,0,0.72,54600,94.957
576,161,415,0,0.28,-54800,-95.139,415,161,0,0.72,54800,95.139
577,161,416,0,0.279,-54900,-95.147,416,161,0,0.721,54900,95.147
578,162,416,0,0.28,-54600,-94.464,416,162,0,0.72,54600,94.464
579,162,417,0,0.28,-54800,-94.646,417,162,0,0.72,54800,94.646
580,162,418,0,0.279,-55200,-95.172,418,162,0,0.721,55200,95.172
581,163,418,0,0.281,-55000,-94.664,418,163,0,0.719,55000,94.664
582,163,419,0,0.28,-55300,-95.017,419,163,0,0.72,55300,95.017
583,164,419,0,0.281,-54700,-93.825,419,164,0,0.719,54700,93.825
584,164,420,0,0.281,-55000,-94.178,420,164,0,0.719,55000,94.178
585,164,421,0,0.28,-55200,-94.359,421,164,0,0.72,55200,94.359
586,165,421,0,0.282,-54400,-92.833,421,165,0,0.718,54400,92.833
587,165,422,0,0.281,-55000,-93.697,422,165,0,0.719,55000,93.697
588,165,423,0,0.281,-55400,-94.218,423,165,0,0.719,55400,94.218
589,165,424,0,0.28,-55700,-94.567,424,165,0,0.72,55700,94.567
590,165,425,0,0.28,-55900,-94.746,425,165,0,0.72,55900,94.746
591,166,425,0,0.281,-55500,-93.909,425,166,0,0.719,55500,93.909
592,166,426,0,0.28,-55700,-94.088,426,166,0,0.72,55700,94.088
593,166,427,0,0.28,-55900,-94.266,427,166,0,0.72,55900,94.266
594,167,427,0,0.281,-55400,-93.266,427,167,0,0.719,55400,93.266
595,167,428,0,0.281,-55500,-93.277,428,167,0,0.719,55500,93.277
596,167,429,0,0.28,-55900,-93.792,429,167,0,0.72,55900,93.792
597,167,430,0,0.28,-56200,-94.137,430,167,0,0.72,56200,94.137
598,167,431,0,0.279,-56400,-94.314,431,167,0,0.721,56400,94.314
599,167,432,0,0.279,-56600,-94.491,432,167,0,0.721,56600,94.491
600,167,433,0,0.278,-56700,-94.5,433,167,0,0.722,56700,94.5
601,167,434,0,0.278,-57300,-95.341,434,167,0,0.722,57300,95.341
602,167,435,0,0.277,-57500,-95.515,435,167,0,0.723,57500,95.515
603,167,436,0,0.277,-58100,-96.352,436,167,0,0.723,58100,96.352
604,167,437,0,0.276,-58300,-96.523,437,167,0,0.724,58300,96.523
605,167,438,0,0.276,-58900,-97.355,438,167,0,0.724,58900,97.355
606,167,439,0,0.276,-59000,-97.36,439,167,0,0.724,59000,97.36
607,167,440,0,0.275,-59200,-97.529,440,167,0,0.725,59200,97.529
608,167,441,0,0.275,-59300,-97.533,441,167,0,0.725,59300,97.533
609,167,442,0,0.274,-59600,-97.865,442,167,0,0.726,59600,97.865
610,167,443,0,0.274,-60200,-98.689,443,167,0,0.726,60200,98.689
611,167,444,0,0.273,-60600,-99.182,444,167,0,0.727,60600,99.182
612,167,445,0,0.273,-60700,-99.183,445,167,0,0.727,60700,99.183
613,167,446,0,0.272,-61000,-99.511,446,167,0,0.728,61000,99.511
614,167,447,0,0.272,-61200,-99.674,447,167,0,0.728,61200,99.674
615,167,448,0,0.272,-61400,-99.837,448,167,0,0.728,61400,99.837
616,167,449,0,0.271,-61600,-100,449,167,0,0.729,61600,100
617,167,450,0,0.271,-61900,-100.324,450,167,0,0.729,61900,100.324
618,167,451,0,0.27,-62000,-100.324,451,167,0,0.73,62000,100.324
619,167,452,0,0.27,-62200,-100.485,452,167,0,0.73,62200,100.485
620,167,453,0,0.269,-62400,-100.645,453,167,0,0.731,62400,100.645
621,167,454,0,0.269,-62700,-100.966,454,167,0,0.731,62700,100.966
622,167,455,0,0.268,-62900,-101.125,455,167,0,0.732,62900,101.125
623,167,456,0,0.268,-63100,-101.284,456,167,0,0.732,63100,101.284
624,167,457,0,0.268,-63200,-101.282,457,167,0,0.732,63200,101.282
625,167,458,0,0.267,-63500,-101.6,458,167,0,0.733,63500,101.6
626,167,459,0,0.267,-63700,-101.757,459,167,0,0.733,63700,101.757
627,167,460,0,0.266,-63900,-101.914,460,167,0,0.734,63900,101.914
628,168,460,0,0.268,-63300,-100.796,460,168,0,0.732,63300,100.796
629,168,461,0,0.267,-63700,-101.272,461,168,0,0.733,63700,101.272
630,168,462,0,0.267,-63900,-101.429,462,168,0,0.733,63900,101.429
631,168,463,0,0.266,-64100,-101.585,463,168,0,0.734,64100,101.585
632,168,464,0,0.266,-64300,-101.741,464,168,0,0.734,64300,101.741
633,168,465,0,0.265,-64500,-101.896,465,168,0,0.735,64500,101.896
634,168,466,0,0.265,-64700,-102.05,466,168,0,0.735,64700,102.05
635,168,467,0,0.265,-64900,-102.205,467,168,0,0.735,64900,102.205
636,168,468,0,0.264,-65200,-102.516,468,168,0,0.736,65200,102.516
637,168,469,0,0.264,-65400,-102.669,469,168,0,0.736,65400,102.669
638,168,470,0,0.263,-65600,-102.821,470,168,0,0.737,65600,102.821
639,168,471,0,0.263,-66000,-103.286,471,168,0,0.737,66000,103.286
640,168,472,0,0.263,-66200,-103.438,472,168,0,0.738,66200,103.438
641,169,472,0,0.264,-65900,-102.808,472,169,0,0.736,65900,102.808
642,169,473,0,0.263,-66100,-102.96,473,169,0,0.737,66100,102.96
643,169,474,0,0.263,-66300,-103.11,474,169,0,0.737,66300,103.11
644,169,475,0,0.262,-66700,-103.571,475,169,0,0.738,66700,103.571
645,170,475,0,0.264,-66300,-102.791,475,170,0,0.736,66300,102.791
646,170,476,0,0.263,-66700,-103.251,476,170,0,0.737,66700,103.251
647,170,477,0,0.263,-66900,-103.4,477,170,0,0.737,66900,103.4
648,171,477,0,0.264,-66700,-102.932,477,171,0,0.736,66700,102.932
649,171,478,0,0.263,-66900,-103.082,478,171,0,0.737,66900,103.082
650,172,478,0,0.265,-66700,-102.615,478,172,0,0.735,66700,102.615
651,172,479,0,0.264,-66900,-102.765,479,172,0,0.736,66900,102.765
652,172,480,0,0.264,-67300,-103.221,480,172,0,0.736,67300,103.221
653,172,481,0,0.263,-67500,-103.369,481,172,0,0.737,67500,103.369
654,172,482,0,0.263,-67700,-103.517,482,172,0,0.737,67700,103.517
655,172,483,0,0.263,-67900,-103.664,483,172,0,0.737,67900,103.664
656,172,484,0,0.262,-68100,-103.811,484,172,0,0.738,68100,103.811
657,172,485,0,0.262,-68400,-104.11,485,172,0,0.738,68400,104.11
658,172,486,0,0.261,-68700,-104.407,486,172,0,0.739,68700,104.407
659,173,486,0,0.263,-68400,-103.794,486,173,0,0.737,68400,103.794
660,173,487,0,0.262,-68600,-103.939,487,173,0,0.738,68600,103.939
661,173,488,0,0.262,-68700,-103.933,488,173,0,0.738,68700,103.933
662,173,489,0,0.261,-69100,-104.381,489,173,0,0.739,69100,104.381
663,173,490,0,0.261,-69400,-104.676,490,173,0,0.739,69400,104.676
664,173,491,0,0.261,-69800,-105.12,491,173,0,0.739,69800,105.12
665,173,492,0,0.26,-70100,-105.414,492,173,0,0.74,70100,105.414
666,173,493,0,0.26,-70400,-105.706,493,173,0,0.74,70400,105.706
667,173,494,0,0.259,-70500,-105.697,494,173,0,0.741,70500,105.697
668,173,495,0,0.259,-70700,-105.838,495,173,0,0.741,70700,105.838
669,173,496,0,0.259,-70800,-105.83,496,173,0,0.741,70800,105.83
670,173,497,0,0.258,-71200,-106.269,497,173,0,0.742,71200,106.269
671,174,497,0,0.259,-70800,-105.514,497,174,0,0.741,70800,105.514
672,174,498,0,0.259,-71000,-105.655,498,174,0,0.741,71000,105.655
673,174,499,0,0.259,-71200,-105.795,499,174,0,0.741,71200,105.795
674,174,500,0,0.258,-71400,-105.935,500,174,0,0.742,71400,105.935
675,174,501,0,0.258,-71600,-106.074,501,174,0,0.742,71600,106.074
676,175,501,0,0.259,-71400,-105.621,501,175,0,0.741,71400,105.621
677,175,502,0,0.258,-71600,-105.761,502,175,0,0.742,71600,105.761
678,175,503,0,0.258,-72000,-106.195,503,175,0,0.742,72000,106.195
679,175,504,0,0.258,-72100,-106.186,504,175,0,0.742,72100,106.186
680,175,505,0,0.257,-72400,-106.471,505,175,0,0.743,72400,106.471
681,175,505,1,0.257,-72400,-106.314,505,175,1,0.742,72400,106.314
682,175,506,1,0.257,-72700,-106.598,506,175,1,0.742,72700,106.598
683,175,507,1,0.256,-72900,-106.735,507,175,1,0.742,72900,106.735
684,176,507,1,0.257,-72300,-105.702,507,176,1,0.741,72300,105.702
685,176,508,1,0.257,-72500,-105.839,508,176,1,0.742,72500,105.839
686,176,509,1,0.257,-72700,-105.977,509,176,1,0.742,72700,105.977
687,177,509,1,0.258,-72300,-105.24,509,177,1,0.741,72300,105.24
688,177,510,1,0.257,-72500,-105.378,510,177,1,0.741,72500,105.378
689,177,511,1,0.257,-72800,-105.66,511,177,1,0.742,72800,105.66
690,177,512,1,0.257,-73000,-105.797,512,177,1,0.742,73000,105.797
691,177,513,1,0.256,-73100,-105.789,513,177,1,0.742,73100,105.789
692,178,513,1,0.257,-72800,-105.202,513,178,1,0.741,72800,105.202
693,178,514,1,0.257,-73200,-105.628,514,178,1,0.742,73200,105.628
694,178,515,1,0.256,-73600,-106.052,515,178,1,0.742,73600,106.052
695,178,516,1,0.256,-73800,-106.187,516,178,1,0.742,73800,106.187
696,178,517,1,0.256,-74200,-106.609,517,178,1,0.743,74200,106.609
697,178,518,1,0.255,-74300,-106.6,518,178,1,0.743,74300,106.6
698,178,519,1,0.255,-74500,-106.734,519,178,1,0.744,74500,106.734
699,178,520,1,0.255,-74600,-106.724,520,178,1,0.744,74600,106.724
700,178,521,1,0.254,-74900,-107,521,178,1,0.744,74900,107
701,178,522,1,0.254,-75300,-107.418,522,178,1,0.745,75300,107.418
702,178,523,1,0.254,-75700,-107.835,523,178,1,0.745,75700,107.835
703,178,524,1,0.253,-75900,-107.966,524,178,1,0.745,75900,107.966
704,178,525,1,0.253,-76100,-108.097,525,178,1,0.746,76100,108.097
705,178,526,1,0.252,-76300,-108.227,526,178,1,0.746,76300,108.227
706,178,527,1,0.252,-76500,-108.357,527,178,1,0.746,76500,108.357
707,178,528,1,0.252,-76600,-108.345,528,178,1,0.747,76600,108.345
708,178,529,1,0.251,-76700,-108.333,529,178,1,0.747,76700,108.333
709,178,530,1,0.251,-76900,-108.463,530,178,1,0.748,76900,108.463
710,178,531,1,0.251,-77200,-108.732,531,178,1,0.748,77200,108.732
711,178,532,1,0.25,-77300,-108.72,532,178,1,0.748,77300,108.72
712,178,533,1,0.25,-77700,-109.129,533,178,1,0.749,77700,109.129
713,178,534,1,0.25,-78300,-109.818,534,178,1,0.749,78300,109.818
714,178,535,1,0.249,-78500,-109.944,535,178,1,0.749,78500,109.944
715,178,536,1,0.249,-78900,-110.35,536,178,1,0.75,78900,110.35
716,178,537,1,0.249,-79000,-110.335,537,178,1,0.75,79000,110.335
717,178,538,1,0.248,-79200,-110.46,538,178,1,0.75,79200,110.46
718,178,539,1,0.248,-79400,-110.585,539,178,1,0.751,79400,110.585
719,178,540,1,0.248,-79600,-110.709,540,178,1,0.751,79600,110.709
720,178,541,1,0.247,-80100,-111.25,541,178,1,0.751,80100,111.25
721,179,541,1,0.248,-79900,-110.818,541,179,1,0.75,79900,110.818
722,179,542,1,0.248,-80100,-110.942,542,179,1,0.751,80100,110.942
723,179,542,2,0.248,-80100,-110.788,542,179,2,0.75,80100,110.788
