Game Number,AI1 [NB] Wins,AI1 [NB] Losses,AI1 [NB] Draws,AI1 [NB] Win Percentage,AI1 [NB] Cumulative Game Reward,AI1 [NB] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
368,221,139,8,0.601,31600,85.87,139,221,8,0.378,-31600,-85.87
369,221,140,8,0.599,31400,85.095,140,221,8,0.379,-31400,-85.095
370,222,140,8,0.6,32000,86.486,140,222,8,0.378,-32000,-86.486
371,222,140,9,0.598,32000,86.253,140,222,9,0.377,-32000,-86.253
372,222,141,9,0.597,31800,85.484,141,222,9,0.379,-31800,-85.484
373,223,141,9,0.598,32000,85.791,141,223,9,0.378,-32000,-85.791
374,223,142,9,0.596,31900,85.294,142,223,9,0.38,-31900,-85.294
375,223,143,9,0.595,31700,84.533,143,223,9,0.381,-31700,-84.533
376,223,144,9,0.593,31300,83.245,144,223,9,0.383,-31300,-83.245
377,223,145,9,0.592,31200,82.759,145,223,9,0.385,-31200,-82.759
378,223,146,9,0.59,30800,81.481,146,223,9,0.386,-30800,-81.481
379,224,146,9,0.591,31000,81.794,146,224,9,0.385,-31000,-81.794
380,224,147,9,0.589,30600,80.526,147,224,9,0.387,-30600,-80.526
381,224,148,9,0.588,30500,80.052,148,224,9,0.388,-30500,-80.052
382,224,148,10,0.586,30500,79.843,148,224,10,0.387,-30500,-79.843
383,225,148,10,0.587,30900,80.679,148,225,10,0.386,-30900,-80.679
384,225,149,10,0.586,30800,80.208,149,225,10,0.388,-30800,-80.208
385,226,149,10,0.587,31200,81.039,149,226,10,0.387,-31200,-81.039
386,227,149,10,0.588,31600,81.865,149,227,10,0.386,-31600,-81.865
387,227,150,10,0.587,31200,80.62,150,227,10,0.388,-31200,-80.62
388,228,150,10,0.588,31500,81.186,150,228,10,0.387,-31500,-81.186
389,228,151,10,0.586,30900,79.434,151,228,10,0.388,-30900,-79.434
390,229,151,10,0.587,31100,79.744,151,229,10,0.387,-31100,-79.744
391,229,152,10,0.586,30700,78.517,152,229,10,0.389,-30700,-78.517
392,230,152,10,0.587,30800,78.571,152,230,10,0.388,-30800,-78.571
393,230,153,10,0.585,30600,77.863,153,230,10,0.389,-30600,-77.863
394,231,153,10,0.586,31000,78.68,153,231,10,0.388,-31000,-78.68
395,231,154,10,0.585,30600,77.468,154,231,10,0.39,-30600,-77.468
396,231,155,10,0.583,30200,76.263,155,231,10,0.391,-30200,-76.263
397,231,156,10,0.582,30100,75.819,156,231,10,0.393,-30100,-75.819
398,232,156,10,0.583,30500,76.633,156,232,10,0.392,-30500,-76.633
399,233,156,10,0.584,30700,76.942,156,233,10,0.391,-30700,-76.942
400,233,157,10,0.583,30100,75.25,157,233,10,0.393,-30100,-75.25
401,234,157,10,0.584,30500,76.06,157,234,10,0.392,-30500,-76.06
402,235,157,10,0.585,30900,76.866,157,235,10,0.391,-30900,-76.866
403,235,158,10,0.583,30700,76.179,158,235,10,0.392,-30700,-76.179
404,236,158,10,0.584,31100,76.98,158,236,10,0.391,-31100,-76.98
405,237,158,10,0.585,31500,77.778,158,237,10,0.39,-31500,-77.778
406,238,158,10,0.586,32100,79.064,158,238,10,0.389,-32100,-79.064
407,238,159,10,0.585,31700,77.887,159,238,10,0.391,-31700,-77.887
408,238,160,10,0.583,31300,76.716,160,238,10,0.392,-31300,-76.716
409,238,161,10,0.582,30900,75.55,161,238,10,0.394,-30900,-75.55
410,238,162,10,0.58,30700,74.878,162,238,10,0.395,-30700,-74.878
411,238,163,10,0.579,30300,73.723,163,238,10,0.397,-30300,-73.723
412,239,163,10,0.58,30600,74.272,163,239,10,0.396,-30600,-74.272
413,239,164,10,0.579,30400,73.608,164,239,10,0.397,-30400,-73.608
414,239,165,10,0.577,30300,73.188,165,239,10,0.399,-30300,-73.188
415,239,166,10,0.576,30100,72.53,166,239,10,0.4,-30100,-72.53
416,239,167,10,0.575,29900,71.875,167,239,10,0.401,-29900,-71.875
417,240,167,10,0.576,30500,73.141,167,240,10,0.4,-30500,-73.141
418,240,168,10,0.574,30400,72.727,168,240,10,0.402,-30400,-72.727
419,240,169,10,0.573,30000,71.599,169,240,10,0.403,-30000,-71.599
420,240,170,10,0.571,29800,70.952,170,240,10,0.405,-29800,-70.952
421,240,171,10,0.57,29600,70.309,171,240,10,0.406,-29600,-70.309
422,241,171,10,0.571,29800,70.616,171,241,10,0.405,-29800,-70.616
423,242,171,10,0.572,30200,71.395,171,242,10,0.404,-30200,-71.395
424,242,172,10,0.571,29800,70.283,172,242,10,0.406,-29800,-70.283
425,243,172,10,0.572,30000,70.588,172,243,10,0.405,-30000,-70.588
426,243,173,10,0.57,29800,69.953,173,243,10,0.406,-29800,-69.953
427,244,173,10,0.571,30400,71.194,173,244,10,0.405,-30400,-71.194
428,245,173,10,0.572,30600,71.495,173,245,10,0.404,-30600,-71.495
429,245,174,10,0.571,30500,71.096,174,245,10,0.406,-30500,-71.096
430,245,175,10,0.57,30400,70.698,175,245,10,0.407,-30400,-70.698
431,245,176,10,0.568,29800,69.142,176,245,10,0.408,-29800,-69.142
432,245,177,10,0.567,29600,68.519,177,245,10,0.41,-29600,-68.519
433,246,177,10,0.568,30000,69.284,177,246,10,0.409,-30000,-69.284
434,246,178,10,0.567,29600,68.203,178,246,10,0.41,-29600,-68.203
435,247,178,10,0.568,30000,68.966,178,247,10,0.409,-30000,-68.966
436,247,179,10,0.567,29600,67.89,179,247,10,0.411,-29600,-67.89
437,247,180,10,0.565,29500,67.506,180,247,10,0.412,-29500,-67.506
438,247,181,10,0.564,29400,67.123,181,247,10,0.413,-29400,-67.123
439,248,181,10,0.565,29600,67.426,181,248,10,0.412,-29600,-67.426
440,249,181,10,0.566,30200,68.636,181,249,10,0.411,-30200,-68.636
441,250,181,10,0.567,30400,68.934,181,250,10,0.41,-30400,-68.934
442,250,182,10,0.566,30000,67.873,182,250,10,0.412,-30000,-67.873
443,250,183,10,0.564,29900,67.494,183,250,10,0.413,-29900,-67.494
444,250,184,10,0.563,29700,66.892,184,250,10,0.414,-29700,-66.892
445,250,184,11,0.562,29700,66.742,184,250,11,0.413,-29700,-66.742
446,251,184,11,0.563,29900,67.04,184,251,11,0.413,-29900,-67.04
447,251,185,11,0.562,29800,66.667,185,251,11,0.414,-29800,-66.667
448,252,185,11,0.562,30200,67.411,185,252,11,0.413,-30200,-67.411
449,253,185,11,0.563,30400,67.706,185,253,11,0.412,-30400,-67.706
450,254,185,11,0.564,30600,68,185,254,11,0.411,-30600,-68
451,254,186,11,0.563,30400,67.406,186,254,11,0.412,-30400,-67.406
452,254,186,12,0.562,30400,67.257,186,254,12,0.412,-30400,-67.257
453,254,187,12,0.561,30200,66.667,187,254,12,0.413,-30200,-66.667
454,254,188,12,0.559,29800,65.639,188,254,12,0.414,-29800,-65.639
455,255,188,12,0.56,30000,65.934,188,255,12,0.413,-30000,-65.934
456,255,189,12,0.559,29800,65.351,189,255,12,0.414,-29800,-65.351
457,255,190,12,0.558,29700,64.989,190,255,12,0.416,-29700,-64.989
458,256,190,12,0.559,30100,65.721,190,256,12,0.415,-30100,-65.721
459,256,191,12,0.558,29700,64.706,191,256,12,0.416,-29700,-64.706
460,256,192,12,0.557,29300,63.696,192,256,12,0.417,-29300,-63.696
461,256,193,12,0.555,29200,63.341,193,256,12,0.419,-29200,-63.341
462,257,193,12,0.556,29600,64.069,193,257,12,0.418,-29600,-64.069
463,257,194,12,0.555,29200,63.067,194,257,12,0.419,-29200,-63.067
464,257,195,12,0.554,28600,61.638,195,257,12,0.42,-28600,-61.638
465,258,195,12,0.555,28800,61.935,195,258,12,0.419,-28800,-61.935
466,258,196,12,0.554,28200,60.515,196,258,12,0.421,-28200,-60.515
467,258,197,12,0.552,28000,59.957,197,258,12,0.422,-28000,-59.957
468,258,198,12,0.551,27600,58.974,198,258,12,0.423,-27600,-58.974
469,258,199,12,0.55,27500,58.635,199,258,12,0.424,-27500,-58.635
470,259,199,12,0.551,27700,58.936,199,259,12,0.423,-27700,-58.936
471,259,200,12,0.55,27300,57.962,200,259,12,0.425,-27300,-57.962
472,259,201,12,0.549,26900,56.992,201,259,12,0.426,-26900,-56.992
473,259,202,12,0.548,26800,56.66,202,259,12,0.427,-26800,-56.66
474,260,202,12,0.549,27200,57.384,202,260,12,0.426,-27200,-57.384
475,260,203,12,0.547,27000,56.842,203,260,12,0.427,-27000,-56.842
476,261,203,12,0.548,27400,57.563,203,261,12,0.426,-27400,-57.563
477,261,204,12,0.547,27200,57.023,204,261,12,0.428,-27200,-57.023
478,261,205,12,0.546,27000,56.485,205,261,12,0.429,-27000,-56.485
479,261,206,12,0.545,26900,56.159,206,261,12,0.43,-26900,-56.159
480,262,206,12,0.546,27100,56.458,206,262,12,0.429,-27100,-56.458
481,262,207,12,0.545,26900,55.925,207,262,12,0.43,-26900,-55.925
482,262,207,13,0.544,26900,55.809,207,262,13,0.429,-26900,-55.809
483,262,208,13,0.542,26500,54.865,208,262,13,0.431,-26500,-54.865
484,262,209,13,0.541,26400,54.545,209,262,13,0.432,-26400,-54.545
485,263,209,13,0.542,27000,55.67,209,263,13,0.431,-27000,-55.67
486,263,210,13,0.541,26800,55.144,210,263,13,0.432,-26800,-55.144
487,263,211,13,0.54,26600,54.62,211,263,13,0.433,-26600,-54.62
488,264,211,13,0.541,27200,55.738,211,264,13,0.432,-27200,-55.738
489,265,211,13,0.542,27600,56.442,211,265,13,0.431,-27600,-56.442
490,265,212,13,0.541,27500,56.122,212,265,13,0.433,-27500,-56.122
491,265,213,13,0.54,27300,55.601,213,265,13,0.434,-27300,-55.601
492,265,214,13,0.539,26700,54.268,214,265,13,0.435,-26700,-54.268
493,265,215,13,0.538,26300,53.347,215,265,13,0.436,-26300,-53.347
494,266,215,13,0.538,26700,54.049,215,266,13,0.435,-26700,-54.049
495,266,215,14,0.537,26700,53.939,215,266,14,0.434,-26700,-53.939
496,267,215,14,0.538,26800,54.032,215,267,14,0.433,-26800,-54.032
497,267,216,14,0.537,26200,52.716,216,267,14,0.435,-26200,-52.716
498,268,216,14,0.538,26400,53.012,216,268,14,0.434,-26400,-53.012
499,268,216,15,0.537,26400,52.906,216,268,15,0.433,-26400,-52.906
500,268,217,15,0.536,26200,52.4,217,268,15,0.434,-26200,-52.4
501,269,217,15,0.537,26600,53.094,217,269,15,0.433,-26600,-53.094
502,270,217,15,0.538,26800,53.386,217,270,15,0.432,-26800,-53.386
503,270,218,15,0.537,26600,52.883,218,270,15,0.433,-26600,-52.883
504,270,219,15,0.536,26000,51.587,219,270,15,0.435,-26000,-51.587
505,270,219,16,0.535,26000,51.485,219,270,16,0.434,-26000,-51.485
506,270,220,16,0.534,25800,50.988,220,270,16,0.435,-25800,-50.988
507,271,220,16,0.535,26000,51.282,220,271,16,0.434,-26000,-51.282
508,272,220,16,0.535,26400,51.969,220,272,16,0.433,-26400,-51.969
509,272,221,16,0.534,25800,50.688,221,272,16,0.434,-25800,-50.688
510,272,222,16,0.533,25600,50.196,222,272,16,0.435,-25600,-50.196
511,273,222,16,0.534,26000,50.881,222,273,16,0.434,-26000,-50.881
512,273,223,16,0.533,25800,50.391,223,273,16,0.436,-25800,-50.391
513,274,223,16,0.534,26000,50.682,223,274,16,0.435,-26000,-50.682
514,274,224,16,0.533,25600,49.805,224,274,16,0.436,-25600,-49.805
515,274,225,16,0.532,25400,49.32,225,274,16,0.437,-25400,-49.32
516,275,225,16,0.533,25600,49.612,225,275,16,0.436,-25600,-49.612
517,275,226,16,0.532,25500,49.323,226,275,16,0.437,-25500,-49.323
518,276,226,16,0.533,25700,49.614,226,276,16,0.436,-25700,-49.614
519,276,227,16,0.532,25300,48.748,227,276,16,0.437,-25300,-48.748
520,276,228,16,0.531,25200,48.462,228,276,16,0.438,-25200,-48.462
521,277,228,16,0.532,25600,49.136,228,277,16,0.438,-25600,-49.136
522,278,228,16,0.533,26000,49.808,228,278,16,0.437,-26000,-49.808
523,279,228,16,0.533,26600,50.86,228,279,16,0.436,-26600,-50.86
524,280,228,16,0.534,27000,51.527,228,280,16,0.435,-27000,-51.527
525,281,228,16,0.535,27400,52.19,228,281,16,0.434,-27400,-52.19
526,281,229,16,0.534,26800,50.951,229,281,16,0.435,-26800,-50.951
527,282,229,16,0.535,27400,51.992,229,282,16,0.435,-27400,-51.992
528,283,229,16,0.536,28000,53.03,229,283,16,0.434,-28000,-53.03
529,283,230,16,0.535,27800,52.552,230,283,16,0.435,-27800,-52.552
530,284,230,16,0.536,28000,52.83,230,284,16,0.434,-28000,-52.83
531,284,231,16,0.535,27800,52.354,231,284,16,0.435,-27800,-52.354
532,285,231,16,0.536,28200,53.008,231,285,16,0.434,-28200,-53.008
533,285,232,16,0.535,28100,52.72,232,285,16,0.435,-28100,-52.72
534,286,232,16,0.536,28300,52.996,232,286,16,0.434,-28300,-52.996
535,286,233,16,0.535,27900,52.15,233,286,16,0.436,-27900,-52.15
536,286,233,17,0.534,27900,52.052,233,286,17,0.435,-27900,-52.052
537,287,233,17,0.534,28300,52.7,233,287,17,0.434,-28300,-52.7
538,288,233,17,0.535,28900,53.717,233,288,17,0.433,-28900,-53.717
539,288,234,17,0.534,28300,52.505,234,288,17,0.434,-28300,-52.505
540,288,235,17,0.533,27900,51.667,235,288,17,0.435,-27900,-51.667
541,289,235,17,0.534,28500,52.68,235,289,17,0.434,-28500,-52.68
542,289,236,17,0.533,28300,52.214,236,289,17,0.435,-28300,-52.214
543,290,236,17,0.534,28700,52.855,236,290,17,0.435,-28700,-52.855
544,291,236,17,0.535,29100,53.493,236,291,17,0.434,-29100,-53.493
545,291,237,17,0.534,28900,53.028,237,291,17,0.435,-28900,-53.028
546,291,238,17,0.533,28800,52.747,238,291,17,0.436,-28800,-52.747
547,292,238,17,0.534,29000,53.016,238,292,17,0.435,-29000,-53.016
548,292,239,17,0.533,28700,52.372,239,292,17,0.436,-28700,-52.372
549,293,239,17,0.534,28900,52.641,239,293,17,0.435,-28900,-52.641
550,293,240,17,0.533,28300,51.455,240,293,17,0.436,-28300,-51.455
551,293,241,17,0.532,27700,50.272,241,293,17,0.437,-27700,-50.272
552,294,241,17,0.533,27900,50.543,241,294,17,0.437,-27900,-50.543
553,294,242,17,0.532,27700,50.09,242,294,17,0.438,-27700,-50.09
554,295,242,17,0.532,28100,50.722,242,295,17,0.437,-28100,-50.722
555,296,242,17,0.533,28500,51.351,242,296,17,0.436,-28500,-51.351
556,296,243,17,0.532,28300,50.899,243,296,17,0.437,-28300,-50.899
557,296,244,17,0.531,27700,49.731,244,296,17,0.438,-27700,-49.731
558,296,245,17,0.53,27500,49.283,245,296,17,0.439,-27500,-49.283
559,297,245,17,0.531,27900,49.911,245,297,17,0.438,-27900,-49.911
560,298,245,17,0.532,28500,50.893,245,298,17,0.438,-28500,-50.893
561,298,246,17,0.531,28100,50.089,246,298,17,0.439,-28100,-50.089
562,299,246,17,0.532,28500,50.712,246,299,17,0.438,-28500,-50.712
563,300,246,17,0.533,29100,51.687,246,300,17,0.437,-29100,-51.687
564,300,246,18,0.532,29100,51.596,246,300,18,0.436,-29100,-51.596
565,300,247,18,0.531,28700,50.796,247,300,18,0.437,-28700,-50.796
566,300,248,18,0.53,28100,49.647,248,300,18,0.438,-28100,-49.647
567,301,248,18,0.531,28700,50.617,248,301,18,0.437,-28700,-50.617
568,302,248,18,0.532,28900,50.88,248,302,18,0.437,-28900,-50.88
569,302,249,18,0.531,28800,50.615,249,302,18,0.438,-28800,-50.615
570,303,249,18,0.532,29000,50.877,249,303,18,0.437,-29000,-50.877
571,303,250,18,0.531,28900,50.613,250,303,18,0.438,-28900,-50.613
572,304,250,18,0.531,29100,50.874,250,304,18,0.437,-29100,-50.874
573,304,251,18,0.531,28900,50.436,251,304,18,0.438,-28900,-50.436
574,304,251,19,0.53,28900,50.348,251,304,19,0.437,-28900,-50.348
575,305,251,19,0.53,29300,50.957,251,305,19,0.437,-29300,-50.957
576,305,252,19,0.53,29200,50.694,252,305,19,0.438,-29200,-50.694
577,306,252,19,0.53,29800,51.646,252,306,19,0.437,-29800,-51.646
578,306,253,19,0.529,29200,50.519,253,306,19,0.438,-29200,-50.519
579,307,253,19,0.53,29800,51.468,253,307,19,0.437,-29800,-51.468
580,307,253,20,0.529,29800,51.379,253,307,20,0.436,-29800,-51.379
581,307,254,20,0.528,29600,50.947,254,307,20,0.437,-29600,-50.947
582,307,255,20,0.527,29200,50.172,255,307,20,0.438,-29200,-50.172
583,308,255,20,0.528,29600,50.772,255,308,20,0.437,-29600,-50.772
584,308,256,20,0.527,29000,49.658,256,308,20,0.438,-29000,-49.658
585,309,256,20,0.528,29400,50.256,256,309,20,0.438,-29400,-50.256
586,309,257,20,0.527,29000,49.488,257,309,20,0.439,-29000,-49.488
587,310,257,20,0.528,29400,50.085,257,310,20,0.438,-29400,-50.085
588,311,257,20,0.529,30000,51.02,257,311,20,0.437,-30000,-51.02
589,311,258,20,0.528,29800,50.594,258,311,20,0.438,-29800,-50.594
590,311,259,20,0.527,29400,49.831,259,311,20,0.439,-29400,-49.831
591,311,260,20,0.526,29200,49.408,260,311,20,0.44,-29200,-49.408
592,311,261,20,0.525,29100,49.155,261,311,20,0.441,-29100,-49.155
593,311,262,20,0.524,28900,48.735,262,311,20,0.442,-28900,-48.735
594,311,263,20,0.524,28700,48.316,263,311,20,0.443,-28700,-48.316
595,311,264,20,0.523,28300,47.563,264,311,20,0.444,-28300,-47.563
596,311,265,20,0.522,28100,47.148,265,311,20,0.445,-28100,-47.148
597,312,265,20,0.523,28700,48.074,265,312,20,0.444,-28700,-48.074
598,312,266,20,0.522,28500,47.659,266,312,20,0.445,-28500,-47.659
599,312,267,20,0.521,28300,47.245,267,312,20,0.446,-28300,-47.245
600,312,268,20,0.52,27900,46.5,268,312,20,0.447,-27900,-46.5
601,312,269,20,0.519,27700,46.09,269,312,20,0.448,-27700,-46.09
602,312,270,20,0.518,27600,45.847,270,312,20,0.449,-27600,-45.847
603,313,270,20,0.519,28000,46.434,270,313,20,0.448,-28000,-46.434
604,314,270,20,0.52,28200,46.689,270,314,20,0.447,-28200,-46.689
605,314,271,20,0.519,28000,46.281,271,314,20,0.448,-28000,-46.281
606,315,271,20,0.52,28600,47.195,271,315,20,0.447,-28600,-47.195
607,316,271,20,0.521,28800,47.446,271,316,20,0.446,-28800,-47.446
608,316,271,21,0.52,28800,47.368,271,316,21,0.446,-28800,-47.368
609,317,271,21,0.521,29000,47.619,271,317,21,0.445,-29000,-47.619
610,318,271,21,0.521,29200,47.869,271,318,21,0.444,-29200,-47.869
611,318,272,21,0.52,28600,46.809,272,318,21,0.445,-28600,-46.809
612,318,273,21,0.52,28500,46.569,273,318,21,0.446,-28500,-46.569
613,318,273,22,0.519,28500,46.493,273,318,22,0.445,-28500,-46.493
614,319,273,22,0.52,28900,47.068,273,319,22,0.445,-28900,-47.068
615,319,274,22,0.519,28300,46.016,274,319,22,0.446,-28300,-46.016
616,319,275,22,0.518,28100,45.617,275,319,22,0.446,-28100,-45.617
617,319,276,22,0.517,28000,45.381,276,319,22,0.447,-28000,-45.381
618,320,276,22,0.518,28400,45.955,276,320,22,0.447,-28400,-45.955
619,321,276,22,0.519,28800,46.527,276,321,22,0.446,-28800,-46.527
620,321,277,22,0.518,28200,45.484,277,321,22,0.447,-28200,-45.484
621,322,277,22,0.519,28600,46.055,277,322,22,0.446,-28600,-46.055
622,322,278,22,0.518,28400,45.659,278,322,22,0.447,-28400,-45.659
623,322,279,22,0.517,27800,44.623,279,322,22,0.448,-27800,-44.623
624,322,280,22,0.516,27600,44.231,280,322,22,0.449,-27600,-44.231
625,322,281,22,0.515,27400,43.84,281,322,22,0.45,-27400,-43.84
626,323,281,22,0.516,27800,44.409,281,323,22,0.449,-27800,-44.409
627,323,282,22,0.515,27600,44.019,282,323,22,0.45,-27600,-44.019
628,324,282,22,0.516,27800,44.268,282,324,22,0.449,-27800,-44.268
629,325,282,22,0.517,28200,44.833,282,325,22,0.448,-28200,-44.833
630,325,283,22,0.516,28000,44.444,283,325,22,0.449,-28000,-44.444
631,326,283,22,0.517,28600,45.325,283,326,22,0.448,-28600,-45.325
632,326,284,22,0.516,28000,44.304,284,326,22,0.449,-28000,-44.304
633,326,285,22,0.515,27400,43.286,285,326,22,0.45,-27400,-43.286
634,326,286,22,0.514,27200,42.902,286,326,22,0.451,-27200,-42.902
635,326,287,22,0.513,26800,42.205,287,326,22,0.452,-26800,-42.205
636,327,287,22,0.514,27000,42.453,287,327,22,0.451,-27000,-42.453
637,328,287,22,0.515,27400,43.014,287,328,22,0.451,-27400,-43.014
638,328,288,22,0.514,26800,42.006,288,328,22,0.451,-26800,-42.006
639,329,288,22,0.515,27000,42.254,288,329,22,0.451,-27000,-42.254
640,329,288,23,0.514,27000,42.188,288,329,23,0.45,-27000,-42.188
641,329,289,23,0.513,26800,41.81,289,329,23,0.451,-26800,-41.81
642,330,289,23,0.514,27200,42.368,289,330,23,0.45,-27200,-42.368
643,331,289,23,0.515,27600,42.924,289,331,23,0.449,-27600,-42.924
644,331,290,23,0.514,27200,42.236,290,331,23,0.45,-27200,-42.236
645,331,291,23,0.513,26800,41.55,291,331,23,0.451,-26800,-41.55
646,331,292,23,0.512,26700,41.331,292,331,23,0.452,-26700,-41.331
647,332,292,23,0.513,26900,41.577,292,332,23,0.451,-26900,-41.577
648,332,293,23,0.512,26500,40.895,293,332,23,0.452,-26500,-40.895
649,333,293,23,0.513,26700,41.14,293,333,23,0.451,-26700,-41.14
650,334,293,23,0.514,26900,41.385,293,334,23,0.451,-26900,-41.385
651,334,294,23,0.513,26500,40.707,294,334,23,0.452,-26500,-40.707
652,334,295,23,0.512,26300,40.337,295,334,23,0.452,-26300,-40.337
653,335,295,23,0.513,26700,40.888,295,335,23,0.452,-26700,-40.888
654,336,295,23,0.514,26900,41.131,295,336,23,0.451,-26900,-41.131
655,337,295,23,0.515,27500,41.985,295,337,23,0.45,-27500,-41.985
656,338,295,23,0.515,27900,42.53,295,338,23,0.45,-27900,-42.53
657,339,295,23,0.516,28100,42.77,295,339,23,0.449,-28100,-42.77
658,339,296,23,0.515,27900,42.401,296,339,23,0.45,-27900,-42.401
659,339,297,23,0.514,27300,41.426,297,339,23,0.451,-27300,-41.426
660,339,298,23,0.514,26700,40.455,298,339,23,0.452,-26700,-40.455
661,340,298,23,0.514,27100,40.998,298,340,23,0.451,-27100,-40.998
662,340,299,23,0.514,26700,40.332,299,340,23,0.452,-26700,-40.332
663,340,300,23,0.513,26300,39.668,300,340,23,0.452,-26300,-39.668
664,341,300,23,0.514,26500,39.91,300,341,23,0.452,-26500,-39.91
665,341,301,23,0.513,26400,39.699,301,341,23,0.453,-26400,-39.699
666,342,301,23,0.514,26800,40.24,301,342,23,0.452,-26800,-40.24
667,342,302,23,0.513,26600,39.88,302,342,23,0.453,-26600,-39.88
668,343,302,23,0.513,27200,40.719,302,343,23,0.452,-27200,-40.719
669,343,303,23,0.513,26800,40.06,303,343,23,0.453,-26800,-40.06
670,344,303,23,0.513,27000,40.299,303,344,23,0.452,-27000,-40.299
671,345,303,23,0.514,27600,41.133,303,345,23,0.452,-27600,-41.133
672,345,304,23,0.513,27400,40.774,304,345,23,0.452,-27400,-40.774
673,345,305,23,0.513,27300,40.565,305,345,23,0.453,-27300,-40.565
674,345,306,23,0.512,27200,40.356,306,345,23,0.454,-27200,-40.356
675,346,306,23,0.513,27600,40.889,306,346,23,0.453,-27600,-40.889
676,347,306,23,0.513,28000,41.42,306,347,23,0.453,-28000,-41.42
677,348,306,23,0.514,28200,41.654,306,348,23,0.452,-28200,-41.654
678,348,307,23,0.513,27600,40.708,307,348,23,0.453,-27600,-40.708
679,348,308,23,0.513,27400,40.353,308,348,23,0.454,-27400,-40.353
680,348,309,23,0.512,27200,40,309,348,23,0.454,-27200,-40
681,349,309,23,0.512,27600,40.529,309,349,23,0.454,-27600,-40.529
682,349,310,23,0.512,27200,39.883,310,349,23,0.455,-27200,-39.883
683,349,311,23,0.511,27000,39.531,311,349,23,0.455,-27000,-39.531
684,349,312,23,0.51,26400,38.596,312,349,23,0.456,-26400,-38.596
685,349,313,23,0.509,26200,38.248,313,349,23,0.457,-26200,-38.248
686,350,313,23,0.51,26800,39.067,313,350,23,0.456,-26800,-39.067
687,350,314,23,0.509,26400,38.428,314,350,23,0.457,-26400,-38.428
688,350,315,23,0.509,25800,37.5,315,350,23,0.458,-25800,-37.5
689,350,316,23,0.508,25400,36.865,316,350,23,0.459,-25400,-36.865
690,350,317,23,0.507,25200,36.522,317,350,23,0.459,-25200,-36.522
691,350,318,23,0.507,25000,36.179,318,350,23,0.46,-25000,-36.179
692,351,318,23,0.507,25400,36.705,318,351,23,0.46,-25400,-36.705
693,351,318,24,0.506,25400,36.652,318,351,24,0.459,-25400,-36.652
694,351,318,25,0.506,25400,36.599,318,351,25,0.458,-25400,-36.599
695,351,319,25,0.505,25000,35.971,319,351,25,0.459,-25000,-35.971
696,352,319,25,0.506,25400,36.494,319,352,25,0.458,-25400,-36.494
697,352,320,25,0.505,25200,36.155,320,352,25,0.459,-25200,-36.155
698,353,320,25,0.506,25600,36.676,320,353,25,0.458,-25600,-36.676
699,353,321,25,0.505,25000,35.765,321,353,25,0.459,-25000,-35.765
700,353,322,25,0.504,24900,35.571,322,353,25,0.46,-24900,-35.571
701,353,323,25,0.504,24700,35.235,323,353,25,0.461,-24700,-35.235
702,354,323,25,0.504,25300,36.04,323,354,25,0.46,-25300,-36.04
703,354,324,25,0.504,25200,35.846,324,354,25,0.461,-25200,-35.846
704,355,324,25,0.504,25800,36.648,324,355,25,0.46,-25800,-36.648
705,355,325,25,0.504,25700,36.454,325,355,25,0.461,-25700,-36.454
706,356,325,25,0.504,26100,36.969,325,356,25,0.46,-26100,-36.969
707,356,326,25,0.504,25900,36.634,326,356,25,0.461,-25900,-36.634
