Game Number,AI1 [NB] Wins,AI1 [NB] Losses,AI1 [NB] Draws,AI1 [NB] Win Percentage,AI1 [NB] Cumulative Game Reward,AI1 [NB] Reward/Game Average,AI2 [QL] Wins,AI2 [QL] Losses,AI2 [QL] Draws,AI2 [QL] Win Percentage,AI2 [QL] Cumulative Game Reward,AI2 [QL] Reward/Game Average
792,381,380,31,0.481,18400,23.232,380,381,31,0.48,-18400,-23.232
793,381,381,31,0.48,17800,22.446,381,381,31,0.48,-17800,-22.446
794,381,382,31,0.48,17700,22.292,382,381,31,0.481,-17700,-22.292
795,381,383,31,0.479,17500,22.013,383,381,31,0.482,-17500,-22.013
796,381,383,32,0.479,17500,21.985,383,381,32,0.481,-17500,-21.985
797,382,383,32,0.479,18100,22.71,383,382,32,0.481,-18100,-22.71
798,383,383,32,0.48,18500,23.183,383,383,32,0.48,-18500,-23.183
799,383,384,32,0.479,17900,22.403,384,383,32,0.481,-17900,-22.403
800,383,384,33,0.479,17900,22.375,384,383,33,0.48,-17900,-22.375
801,384,384,33,0.479,18300,22.846,384,384,33,0.479,-18300,-22.846
802,384,385,33,0.479,17700,22.07,385,384,33,0.48,-17700,-22.07
803,385,385,33,0.479,18100,22.54,385,385,33,0.479,-18100,-22.54
804,385,386,33,0.479,17700,22.015,386,385,33,0.48,-17700,-22.015
805,386,386,33,0.48,17900,22.236,386,386,33,0.48,-17900,-22.236
806,386,387,33,0.479,17300,21.464,387,386,33,0.48,-17300,-21.464
807,387,387,33,0.48,17500,21.685,387,387,33,0.48,-17500,-21.685
808,387,388,33,0.479,17100,21.163,388,387,33,0.48,-17100,-21.163
809,388,388,33,0.48,17300,21.384,388,388,33,0.48,-17300,-21.384
810,389,388,33,0.48,17700,21.852,388,389,33,0.479,-17700,-21.852
811,389,389,33,0.48,17600,21.702,389,389,33,0.48,-17600,-21.702
812,389,390,33,0.479,17500,21.552,390,389,33,0.48,-17500,-21.552
813,389,391,33,0.478,17400,21.402,391,389,33,0.481,-17400,-21.402
814,389,392,33,0.478,16800,20.639,392,389,33,0.482,-16800,-20.639
815,389,393,33,0.477,16600,20.368,393,389,33,0.482,-16600,-20.368
816,390,393,33,0.478,17200,21.078,393,390,33,0.482,-17200,-21.078
817,391,393,33,0.479,17600,21.542,393,391,33,0.481,-17600,-21.542
818,391,394,33,0.478,17400,21.271,394,391,33,0.482,-17400,-21.271
819,392,394,33,0.479,17600,21.49,394,392,33,0.481,-17600,-21.49
820,392,395,33,0.478,17000,20.732,395,392,33,0.482,-17000,-20.732
821,392,396,33,0.477,16400,19.976,396,392,33,0.482,-16400,-19.976
822,393,396,33,0.478,17000,20.681,396,393,33,0.482,-17000,-20.681
823,393,397,33,0.478,16800,20.413,397,393,33,0.482,-16800,-20.413
824,393,398,33,0.477,16400,19.903,398,393,33,0.483,-16400,-19.903
825,393,399,33,0.476,15800,19.152,399,393,33,0.484,-15800,-19.152
826,393,400,33,0.476,15400,18.644,400,393,33,0.484,-15400,-18.644
827,394,400,33,0.476,16000,19.347,400,394,33,0.484,-16000,-19.347
828,395,400,33,0.477,16200,19.565,400,395,33,0.483,-16200,-19.565
829,396,400,33,0.478,16600,20.024,400,396,33,0.483,-16600,-20.024
830,396,401,33,0.477,16000,19.277,401,396,33,0.483,-16000,-19.277
831,397,401,33,0.478,16600,19.976,401,397,33,0.483,-16600,-19.976
832,397,401,34,0.477,16600,19.952,401,397,34,0.482,-16600,-19.952
833,397,402,34,0.477,16200,19.448,402,397,34,0.483,-16200,-19.448
834,398,402,34,0.477,16400,19.664,402,398,34,0.482,-16400,-19.664
835,399,402,34,0.478,17000,20.359,402,399,34,0.481,-17000,-20.359
836,400,402,34,0.478,17400,20.813,402,400,34,0.481,-17400,-20.813
837,400,403,34,0.478,17000,20.311,403,400,34,0.481,-17000,-20.311
838,400,404,34,0.477,16600,19.809,404,400,34,0.482,-16600,-19.809
839,400,405,34,0.477,16000,19.07,405,400,34,0.483,-16000,-19.07
840,400,406,34,0.476,15800,18.81,406,400,34,0.483,-15800,-18.81
841,401,406,34,0.477,16400,19.501,406,401,34,0.483,-16400,-19.501
842,401,407,34,0.476,15800,18.765,407,401,34,0.483,-15800,-18.765
843,401,408,34,0.476,15600,18.505,408,401,34,0.484,-15600,-18.505
844,401,409,34,0.475,15400,18.246,409,401,34,0.485,-15400,-18.246
845,402,409,34,0.476,15800,18.698,409,402,34,0.484,-15800,-18.698
846,402,410,34,0.475,15600,18.44,410,402,34,0.485,-15600,-18.44
847,402,411,34,0.475,15200,17.946,411,402,34,0.485,-15200,-17.946
848,402,412,34,0.474,15000,17.689,412,402,34,0.486,-15000,-17.689
849,403,412,34,0.475,15200,17.903,412,403,34,0.485,-15200,-17.903
850,403,413,34,0.474,15000,17.647,413,403,34,0.486,-15000,-17.647
851,404,413,34,0.475,15200,17.861,413,404,34,0.485,-15200,-17.861
852,404,414,34,0.474,15000,17.606,414,404,34,0.486,-15000,-17.606
853,404,415,34,0.474,14800,17.351,415,404,34,0.487,-14800,-17.351
854,404,416,34,0.473,14600,17.096,416,404,34,0.487,-14600,-17.096
855,405,416,34,0.474,15000,17.544,416,405,34,0.487,-15000,-17.544
856,406,416,34,0.474,15400,17.991,416,406,34,0.486,-15400,-17.991
857,407,416,34,0.475,15600,18.203,416,407,34,0.485,-15600,-18.203
858,408,416,34,0.476,16200,18.881,416,408,34,0.485,-16200,-18.881
859,409,416,34,0.476,16800,19.558,416,409,34,0.484,-16800,-19.558
860,409,417,34,0.476,16200,18.837,417,409,34,0.485,-16200,-18.837
861,409,418,34,0.475,16000,18.583,418,409,34,0.485,-16000,-18.583
862,410,418,34,0.476,16200,18.794,418,410,34,0.485,-16200,-18.794
863,411,418,34,0.476,16400,19.003,418,411,34,0.484,-16400,-19.003
864,411,419,34,0.476,16000,18.519,419,411,34,0.485,-16000,-18.519
865,412,419,34,0.476,16400,18.96,419,412,34,0.484,-16400,-18.96
866,412,420,34,0.476,16000,18.476,420,412,34,0.485,-16000,-18.476
867,412,421,34,0.475,15800,18.224,421,412,34,0.486,-15800,-18.224
868,413,421,34,0.476,16200,18.664,421,413,34,0.485,-16200,-18.664
869,413,422,34,0.475,15600,17.952,422,413,34,0.486,-15600,-17.952
870,413,423,34,0.475,15400,17.701,423,413,34,0.486,-15400,-17.701
871,414,423,34,0.475,16000,18.37,423,414,34,0.486,-16000,-18.37
872,415,423,34,0.476,16400,18.807,423,415,34,0.485,-16400,-18.807
873,415,424,34,0.475,16300,18.671,424,415,34,0.486,-16300,-18.671
874,415,425,34,0.475,16100,18.421,425,415,34,0.486,-16100,-18.421
875,415,426,34,0.474,15700,17.943,426,415,34,0.487,-15700,-17.943
876,416,426,34,0.475,15900,18.151,426,416,34,0.486,-15900,-18.151
877,416,427,34,0.474,15500,17.674,427,416,34,0.487,-15500,-17.674
878,417,427,34,0.475,15900,18.109,427,417,34,0.486,-15900,-18.109
879,418,427,34,0.476,16300,18.544,427,418,34,0.486,-16300,-18.544
880,419,427,34,0.476,16700,18.977,427,419,34,0.485,-16700,-18.977
881,420,427,34,0.477,17300,19.637,427,420,34,0.485,-17300,-19.637
882,420,428,34,0.476,17100,19.388,428,420,34,0.485,-17100,-19.388
883,420,429,34,0.476,16700,18.913,429,420,34,0.486,-16700,-18.913
884,420,430,34,0.475,16500,18.665,430,420,34,0.486,-16500,-18.665
885,420,431,34,0.475,16100,18.192,431,420,34,0.487,-16100,-18.192
886,420,432,34,0.474,15900,17.946,432,420,34,0.488,-15900,-17.946
887,420,433,34,0.474,15500,17.475,433,420,34,0.488,-15500,-17.475
888,420,434,34,0.473,15100,17.005,434,420,34,0.489,-15100,-17.005
889,420,435,34,0.472,14500,16.31,435,420,34,0.489,-14500,-16.31
890,420,436,34,0.472,14300,16.067,436,420,34,0.49,-14300,-16.067
891,420,437,34,0.471,14200,15.937,437,420,34,0.49,-14200,-15.937
892,421,437,34,0.472,14400,16.143,437,421,34,0.49,-14400,-16.143
893,421,438,34,0.471,14200,15.901,438,421,34,0.49,-14200,-15.901
894,422,438,34,0.472,14400,16.107,438,422,34,0.49,-14400,-16.107
895,423,438,34,0.473,14800,16.536,438,423,34,0.489,-14800,-16.536
896,423,438,35,0.472,14800,16.518,438,423,35,0.489,-14800,-16.518
897,423,439,35,0.472,14400,16.054,439,423,35,0.489,-14400,-16.054
898,424,439,35,0.472,14600,16.258,439,424,35,0.489,-14600,-16.258
899,424,440,35,0.472,14400,16.018,440,424,35,0.489,-14400,-16.018
900,424,441,35,0.471,14300,15.889,441,424,35,0.49,-14300,-15.889
901,424,442,35,0.471,13900,15.427,442,424,35,0.491,-13900,-15.427
902,424,443,35,0.47,13500,14.967,443,424,35,0.491,-13500,-14.967
903,424,443,36,0.47,13500,14.95,443,424,36,0.491,-13500,-14.95
904,424,444,36,0.469,13300,14.712,444,424,36,0.491,-13300,-14.712
905,424,445,36,0.469,13100,14.475,445,424,36,0.492,-13100,-14.475
906,425,445,36,0.469,13700,15.121,445,425,36,0.491,-13700,-15.121
907,425,446,36,0.469,13300,14.664,446,425,36,0.492,-13300,-14.664
908,425,447,36,0.468,13100,14.427,447,425,36,0.492,-13100,-14.427
909,426,447,36,0.469,13500,14.851,447,426,36,0.492,-13500,-14.851
910,427,447,36,0.469,13900,15.275,447,427,36,0.491,-13900,-15.275
911,428,447,36,0.47,14300,15.697,447,428,36,0.491,-14300,-15.697
912,428,448,36,0.469,14100,15.461,448,428,36,0.491,-14100,-15.461
913,428,449,36,0.469,13900,15.225,449,428,36,0.492,-13900,-15.225
914,428,450,36,0.468,13300,14.551,450,428,36,0.492,-13300,-14.551
915,429,450,36,0.469,13900,15.191,450,429,36,0.492,-13900,-15.191
916,429,451,36,0.468,13500,14.738,451,429,36,0.492,-13500,-14.738
917,429,452,36,0.468,12900,14.068,452,429,36,0.493,-12900,-14.068
918,429,453,36,0.467,12700,13.834,453,429,36,0.493,-12700,-13.834
919,429,454,36,0.467,12500,13.602,454,429,36,0.494,-12500,-13.602
920,430,454,36,0.467,12900,14.022,454,430,36,0.493,-12900,-14.022
921,430,455,36,0.467,12700,13.789,455,430,36,0.494,-12700,-13.789
922,430,456,36,0.466,12500,13.557,456,430,36,0.495,-12500,-13.557
923,430,457,36,0.466,12100,13.109,457,430,36,0.495,-12100,-13.109
924,431,457,36,0.466,12300,13.312,457,431,36,0.495,-12300,-13.312
925,432,457,36,0.467,12900,13.946,457,432,36,0.494,-12900,-13.946
926,432,458,36,0.467,12700,13.715,458,432,36,0.495,-12700,-13.715
927,433,458,36,0.467,12900,13.916,458,433,36,0.494,-12900,-13.916
928,433,459,36,0.467,12500,13.47,459,433,36,0.495,-12500,-13.47
929,433,460,36,0.466,12100,13.025,460,433,36,0.495,-12100,-13.025
930,433,461,36,0.466,11900,12.796,461,433,36,0.496,-11900,-12.796
931,434,461,36,0.466,12500,13.426,461,434,36,0.495,-12500,-13.426
932,434,462,36,0.466,12300,13.197,462,434,36,0.496,-12300,-13.197
933,434,463,36,0.465,12200,13.076,463,434,36,0.496,-12200,-13.076
934,434,464,36,0.465,12000,12.848,464,434,36,0.497,-12000,-12.848
935,434,465,36,0.464,11900,12.727,465,434,36,0.497,-11900,-12.727
936,435,465,36,0.465,12100,12.927,465,435,36,0.497,-12100,-12.927
937,435,466,36,0.464,12000,12.807,466,435,36,0.497,-12000,-12.807
938,436,466,36,0.465,12400,13.22,466,436,36,0.497,-12400,-13.22
939,436,467,36,0.464,12200,12.993,467,436,36,0.497,-12200,-12.993
940,437,467,36,0.465,12400,13.191,467,437,36,0.497,-12400,-13.191
941,438,467,36,0.465,12800,13.603,467,438,36,0.496,-12800,-13.603
942,438,468,36,0.465,12400,13.163,468,438,36,0.497,-12400,-13.163
943,439,468,36,0.466,12800,13.574,468,439,36,0.496,-12800,-13.574
944,439,469,36,0.465,12400,13.136,469,439,36,0.497,-12400,-13.136
945,439,470,36,0.465,12000,12.698,470,439,36,0.497,-12000,-12.698
946,440,470,36,0.465,12200,12.896,470,440,36,0.497,-12200,-12.896
947,440,471,36,0.465,11600,12.249,471,440,36,0.497,-11600,-12.249
948,440,472,36,0.464,11000,11.603,472,440,36,0.498,-11000,-11.603
949,440,473,36,0.464,10400,10.959,473,440,36,0.498,-10400,-10.959
950,440,474,36,0.463,10000,10.526,474,440,36,0.499,-10000,-10.526
951,441,474,36,0.464,10200,10.726,474,441,36,0.498,-10200,-10.726
952,441,475,36,0.463,10000,10.504,475,441,36,0.499,-10000,-10.504
953,442,475,36,0.464,10400,10.913,475,442,36,0.498,-10400,-10.913
954,442,476,36,0.463,10000,10.482,476,442,36,0.499,-10000,-10.482
955,442,477,36,0.463,9800,10.262,477,442,36,0.499,-9800,-10.262
956,443,477,36,0.463,10000,10.46,477,443,36,0.499,-10000,-10.46
957,443,478,36,0.463,9600,10.031,478,443,36,0.499,-9600,-10.031
958,443,479,36,0.462,9200,9.603,479,443,36,0.5,-9200,-9.603
959,443,480,36,0.462,8600,8.968,480,443,36,0.501,-8600,-8.968
960,443,481,36,0.461,8400,8.75,481,443,36,0.501,-8400,-8.75
961,443,482,36,0.461,8200,8.533,482,443,36,0.502,-8200,-8.533
962,443,483,36,0.46,7800,8.108,483,443,36,0.502,-7800,-8.108
963,443,484,36,0.46,7700,7.996,484,443,36,0.503,-7700,-7.996
964,443,485,36,0.46,7600,7.884,485,443,36,0.503,-7600,-7.884
965,443,486,36,0.459,7400,7.668,486,443,36,0.504,-7400,-7.668
966,443,487,36,0.459,7200,7.453,487,443,36,0.504,-7200,-7.453
967,443,488,36,0.458,7100,7.342,488,443,36,0.505,-7100,-7.342
968,443,489,36,0.458,6900,7.128,489,443,36,0.505,-6900,-7.128
969,444,489,36,0.458,7300,7.534,489,444,36,0.505,-7300,-7.534
970,445,489,36,0.459,7700,7.938,489,445,36,0.504,-7700,-7.938
971,445,490,36,0.458,7500,7.724,490,445,36,0.505,-7500,-7.724
972,445,491,36,0.458,7300,7.51,491,445,36,0.505,-7300,-7.51
973,445,492,36,0.457,6700,6.886,492,445,36,0.506,-6700,-6.886
974,445,493,36,0.457,6500,6.674,493,445,36,0.506,-6500,-6.674
975,445,494,36,0.456,6100,6.256,494,445,36,0.507,-6100,-6.256
976,445,495,36,0.456,6000,6.148,495,445,36,0.507,-6000,-6.148
977,445,496,36,0.455,5400,5.527,496,445,36,0.508,-5400,-5.527
978,445,497,36,0.455,5200,5.317,497,445,36,0.508,-5200,-5.317
979,445,497,37,0.455,5200,5.312,497,445,37,0.508,-5200,-5.312
980,445,498,37,0.454,4800,4.898,498,445,37,0.508,-4800,-4.898
981,446,498,37,0.455,5000,5.097,498,446,37,0.508,-5000,-5.097
982,446,499,37,0.454,4600,4.684,499,446,37,0.508,-4600,-4.684
983,446,500,37,0.454,4200,4.273,500,446,37,0.509,-4200,-4.273
984,447,500,37,0.454,4400,4.472,500,447,37,0.508,-4400,-4.472
985,448,500,37,0.455,4800,4.873,500,448,37,0.508,-4800,-4.873
986,449,500,37,0.455,5400,5.477,500,449,37,0.507,-5400,-5.477
987,450,500,37,0.456,5600,5.674,500,450,37,0.507,-5600,-5.674
988,450,501,37,0.455,5400,5.466,501,450,37,0.507,-5400,-5.466
989,451,501,37,0.456,5600,5.662,501,451,37,0.507,-5600,-5.662
990,451,502,37,0.456,5200,5.253,502,451,37,0.507,-5200,-5.253
991,452,502,37,0.456,5600,5.651,502,452,37,0.507,-5600,-5.651
992,452,503,37,0.456,5400,5.444,503,452,37,0.507,-5400,-5.444
993,453,503,37,0.456,5800,5.841,503,453,37,0.507,-5800,-5.841
994,453,504,37,0.456,5600,5.634,504,453,37,0.507,-5600,-5.634
995,453,505,37,0.455,5200,5.226,505,453,37,0.508,-5200,-5.226
996,454,505,37,0.456,5400,5.422,505,454,37,0.507,-5400,-5.422
997,454,506,37,0.455,5000,5.015,506,454,37,0.508,-5000,-5.015
998,454,507,37,0.455,4800,4.81,507,454,37,0.508,-4800,-4.81
999,454,508,37,0.454,4400,4.404,508,454,37,0.509,-4400,-4.404
1000,454,509,37,0.454,4100,4.1,509,454,37,0.509,-4100,-4.1
1001,455,509,37,0.455,4500,4.496,509,455,37,0.508,-4500,-4.496
1002,455,510,37,0.454,4100,4.092,510,455,37,0.509,-4100,-4.092
1003,456,510,37,0.455,4500,4.487,510,456,37,0.508,-4500,-4.487
1004,456,511,37,0.454,4300,4.283,511,456,37,0.509,-4300,-4.283
1005,456,512,37,0.454,3900,3.881,512,456,37,0.509,-3900,-3.881
1006,456,513,37,0.453,3700,3.678,513,456,37,0.51,-3700,-3.678
1007,456,514,37,0.453,3600,3.575,514,456,37,0.51,-3600,-3.575
1008,456,515,37,0.452,3400,3.373,515,456,37,0.511,-3400,-3.373
1009,457,515,37,0.453,3600,3.568,515,457,37,0.51,-3600,-3.568
1010,458,515,37,0.453,4000,3.96,515,458,37,0.51,-4000,-3.96
1011,458,516,37,0.453,3900,3.858,516,458,37,0.51,-3900,-3.858
1012,459,516,37,0.454,4200,4.15,516,459,37,0.51,-4200,-4.15
1013,459,517,37,0.453,3800,3.751,517,459,37,0.51,-3800,-3.751
1014,459,518,37,0.453,3600,3.55,518,459,37,0.511,-3600,-3.55
1015,459,519,37,0.452,3500,3.448,519,459,37,0.511,-3500,-3.448
1016,459,520,37,0.452,3100,3.051,520,459,37,0.512,-3100,-3.051
1017,460,520,37,0.452,3500,3.441,520,460,37,0.511,-3500,-3.441
1018,460,521,37,0.452,3300,3.242,521,460,37,0.512,-3300,-3.242
1019,461,521,37,0.452,3500,3.435,521,461,37,0.511,-3500,-3.435
1020,461,522,37,0.452,3100,3.039,522,461,37,0.512,-3100,-3.039
1021,461,523,37,0.452,2500,2.449,523,461,37,0.512,-2500,-2.449
1022,462,523,37,0.452,2800,2.74,523,462,37,0.512,-2800,-2.74
1023,462,524,37,0.452,2600,2.542,524,462,37,0.512,-2600,-2.542
1024,462,524,38,0.451,2600,2.539,524,462,38,0.512,-2600,-2.539
1025,463,524,38,0.452,2900,2.829,524,463,38,0.511,-2900,-2.829
1026,463,525,38,0.451,2600,2.534,525,463,38,0.512,-2600,-2.534
1027,464,525,38,0.452,3200,3.116,525,464,38,0.511,-3200,-3.116
1028,464,526,38,0.451,3100,3.016,526,464,38,0.512,-3100,-3.016
1029,465,526,38,0.452,3700,3.596,526,465,38,0.511,-3700,-3.596
1030,466,526,38,0.452,4100,3.981,526,466,38,0.511,-4100,-3.981
1031,466,527,38,0.452,3900,3.783,527,466,38,0.511,-3900,-3.783
1032,467,527,38,0.453,4100,3.973,527,467,38,0.511,-4100,-3.973
1033,467,528,38,0.452,3700,3.582,528,467,38,0.511,-3700,-3.582
1034,467,529,38,0.452,3600,3.482,529,467,38,0.512,-3600,-3.482
1035,467,530,38,0.451,3400,3.285,530,467,38,0.512,-3400,-3.285
1036,468,530,38,0.452,3600,3.475,530,468,38,0.512,-3600,-3.475
1037,468,530,39,0.451,3600,3.472,530,468,39,0.511,-3600,-3.472
1038,468,531,39,0.451,3200,3.083,531,468,39,0.512,-3200,-3.083
1039,469,531,39,0.451,3500,3.369,531,469,39,0.511,-3500,-3.369
1040,469,532,39,0.451,3300,3.173,532,469,39,0.512,-3300,-3.173
1041,470,532,39,0.451,3600,3.458,532,470,39,0.511,-3600,-3.458
1042,470,533,39,0.451,3400,3.263,533,470,39,0.512,-3400,-3.263
1043,471,533,39,0.452,3600,3.452,533,471,39,0.511,-3600,-3.452
1044,471,534,39,0.451,3200,3.065,534,471,39,0.511,-3200,-3.065
1045,472,534,39,0.452,3600,3.445,534,472,39,0.511,-3600,-3.445
1046,473,534,39,0.452,3900,3.728,534,473,39,0.511,-3900,-3.728
1047,473,535,39,0.452,3500,3.343,535,473,39,0.511,-3500,-3.343
1048,473,536,39,0.451,3100,2.958,536,473,39,0.511,-3100,-2.958
1049,474,536,39,0.452,3500,3.337,536,474,39,0.511,-3500,-3.337
1050,474,537,39,0.451,3300,3.143,537,474,39,0.511,-3300,-3.143
1051,475,537,39,0.452,3500,3.33,537,475,39,0.511,-3500,-3.33
1052,475,538,39,0.452,3300,3.137,538,475,39,0.511,-3300,-3.137
1053,475,539,39,0.451,3100,2.944,539,475,39,0.512,-3100,-2.944
1054,475,540,39,0.451,2900,2.751,540,475,39,0.512,-2900,-2.751
1055,476,540,39,0.451,3300,3.128,540,476,39,0.512,-3300,-3.128
1056,476,541,39,0.451,2900,2.746,541,476,39,0.512,-2900,-2.746
1057,477,541,39,0.451,3100,2.933,541,477,39,0.512,-3100,-2.933
1058,477,542,39,0.451,2700,2.552,542,477,39,0.512,-2700,-2.552
1059,477,543,39,0.45,2300,2.172,543,477,39,0.513,-2300,-2.172
1060,477,544,39,0.45,1900,1.792,544,477,39,0.513,-1900,-1.792
1061,477,545,39,0.45,1700,1.602,545,477,39,0.514,-1700,-1.602
1062,478,545,39,0.45,1900,1.789,545,478,39,0.513,-1900,-1.789
1063,479,545,39,0.451,2300,2.164,545,479,39,0.513,-2300,-2.164
1064,479,546,39,0.45,2100,1.974,546,479,39,0.513,-2100,-1.974
1065,479,546,40,0.45,2100,1.972,546,479,40,0.513,-2100,-1.972
1066,480,546,40,0.45,2300,2.158,546,480,40,0.512,-2300,-2.158
1067,481,546,40,0.451,2700,2.53,546,481,40,0.512,-2700,-2.53
1068,481,547,40,0.45,2600,2.434,547,481,40,0.512,-2600,-2.434
1069,481,548,40,0.45,2400,2.245,548,481,40,0.513,-2400,-2.245
1070,482,548,40,0.45,2700,2.523,548,482,40,0.512,-2700,-2.523
1071,482,549,40,0.45,2300,2.148,549,482,40,0.513,-2300,-2.148
1072,483,549,40,0.451,2700,2.519,549,483,40,0.512,-2700,-2.519
1073,483,550,40,0.45,2600,2.423,550,483,40,0.513,-2600,-2.423
1074,483,551,40,0.45,2400,2.235,551,483,40,0.513,-2400,-2.235
1075,483,552,40,0.449,2000,1.86,552,483,40,0.513,-2000,-1.86
1076,483,553,40,0.449,1800,1.673,553,483,40,0.514,-1800,-1.673
1077,484,553,40,0.449,2000,1.857,553,484,40,0.513,-2000,-1.857
1078,484,554,40,0.449,1800,1.67,554,484,40,0.514,-1800,-1.67
1079,485,554,40,0.449,2000,1.854,554,485,40,0.513,-2000,-1.854
1080,485,555,40,0.449,1600,1.481,555,485,40,0.514,-1600,-1.481
1081,485,556,40,0.449,1400,1.295,556,485,40,0.514,-1400,-1.295
1082,486,556,40,0.449,1600,1.479,556,486,40,0.514,-1600,-1.479
1083,487,556,40,0.45,1800,1.662,556,487,40,0.513,-1800,-1.662
1084,488,556,40,0.45,2000,1.845,556,488,40,0.513,-2000,-1.845
1085,488,556,41,0.45,2000,1.843,556,488,41,0.512,-2000,-1.843
1086,488,557,41,0.449,1800,1.657,557,488,41,0.513,-1800,-1.657
1087,488,558,41,0.449,1600,1.472,558,488,41,0.513,-1600,-1.472
1088,488,559,41,0.449,1500,1.379,559,488,41,0.514,-1500,-1.379
1089,489,559,41,0.449,1700,1.561,559,489,41,0.513,-1700,-1.561
1090,490,559,41,0.45,2100,1.927,559,490,41,0.513,-2100,-1.927
1091,490,560,41,0.449,1900,1.742,560,490,41,0.513,-1900,-1.742
1092,491,560,41,0.45,2300,2.106,560,491,41,0.513,-2300,-2.106
1093,491,560,42,0.449,2300,2.104,560,491,42,0.512,-2300,-2.104
1094,491,561,42,0.449,1900,1.737,561,491,42,0.513,-1900,-1.737
1095,491,562,42,0.448,1700,1.553,562,491,42,0.513,-1700,-1.553
1096,491,563,42,0.448,1500,1.369,563,491,42,0.514,-1500,-1.369
1097,491,564,42,0.448,1400,1.276,564,491,42,0.514,-1400,-1.276
1098,492,564,42,0.448,1700,1.548,564,492,42,0.514,-1700,-1.548
1099,493,564,42,0.449,1900,1.729,564,493,42,0.513,-1900,-1.729
1100,493,565,42,0.448,1800,1.636,565,493,42,0.514,-1800,-1.636
1101,494,565,42,0.449,2000,1.817,565,494,42,0.513,-2000,-1.817
1102,494,566,42,0.448,1600,1.452,566,494,42,0.514,-1600,-1.452
1103,494,567,42,0.448,1200,1.088,567,494,42,0.514,-1200,-1.088
1104,495,567,42,0.448,1400,1.268,567,495,42,0.514,-1400,-1.268
1105,495,568,42,0.448,1300,1.176,568,495,42,0.514,-1300,-1.176
1106,496,568,42,0.448,1700,1.537,568,496,42,0.514,-1700,-1.537
1107,497,568,42,0.449,1900,1.716,568,497,42,0.513,-1900,-1.716
1108,497,569,42,0.449,1700,1.534,569,497,42,0.514,-1700,-1.534
1109,497,570,42,0.448,1500,1.353,570,497,42,0.514,-1500,-1.353
1110,497,571,42,0.448,1300,1.171,571,497,42,0.514,-1300,-1.171
1111,497,572,42,0.447,900,0.81,572,497,42,0.515,-900,-0.81
1112,497,573,42,0.447,600,0.54,573,497,42,0.515,-600,-0.54
1113,497,574,42,0.447,400,0.359,574,497,42,0.516,-400,-0.359
1114,498,574,42,0.447,800,0.718,574,498,42,0.515,-800,-0.718
1115,498,575,42,0.447,700,0.628,575,498,42,0.516,-700,-0.628
1116,499,575,42,0.447,1000,0.896,575,499,42,0.515,-1000,-0.896
1117,500,575,42,0.448,1200,1.074,575,500,42,0.515,-1200,-1.074
1118,500,576,42,0.447,1000,0.894,576,500,42,0.515,-1000,-0.894
1119,501,576,42,0.448,1300,1.162,576,501,42,0.515,-1300,-1.162
1120,502,576,42,0.448,1700,1.518,576,502,42,0.514,-1700,-1.518
1121,502,577,42,0.448,1500,1.338,577,502,42,0.515,-1500,-1.338
1122,503,577,42,0.448,1700,1.515,577,503,42,0.514,-1700,-1.515
1123,503,578,42,0.448,1500,1.336,578,503,42,0.515,-1500,-1.336
1124,504,578,42,0.448,1700,1.512,578,504,42,0.514,-1700,-1.512
1125,505,578,42,0.449,2000,1.778,578,505,42,0.514,-2000,-1.778
1126,505,579,42,0.448,1600,1.421,579,505,42,0.514,-1600,-1.421
1127,506,579,42,0.449,1900,1.686,579,506,42,0.514,-1900,-1.686
1128,506,580,42,0.449,1800,1.596,580,506,42,0.514,-1800,-1.596
1129,506,581,42,0.448,1400,1.24,581,506,42,0.515,-1400,-1.24
1130,507,581,42,0.449,1600,1.416,581,507,42,0.514,-1600,-1.416
1131,507,582,42,0.448,1200,1.061,582,507,42,0.515,-1200,-1.061
1132,508,582,42,0.449,1600,1.413,582,508,42,0.514,-1600,-1.413
1133,509,582,42,0.449,1900,1.677,582,509,42,0.514,-1900,-1.677
1134,510,582,42,0.45,2300,2.028,582,510,42,0.513,-2300,-2.028
1135,510,583,42,0.449,2100,1.85,583,510,42,0.514,-2100,-1.85
1136,510,584,42,0.449,2000,1.761,584,510,42,0.514,-2000,-1.761
1137,510,585,42,0.449,1800,1.583,585,510,42,0.515,-1800,-1.583
1138,510,586,42,0.448,1600,1.406,586,510,42,0.515,-1600,-1.406
1139,510,587,42,0.448,1500,1.317,587,510,42,0.515,-1500,-1.317
1140,510,588,42,0.447,1100,0.965,588,510,42,0.516,-1100,-0.965
1141,511,588,42,0.448,1400,1.227,588,511,42,0.515,-1400,-1.227
1142,512,588,42,0.448,1700,1.489,588,512,42,0.515,-1700,-1.489
1143,512,589,42,0.448,1300,1.137,589,512,42,0.515,-1300,-1.137
1144,512,590,42,0.448,1100,0.962,590,512,42,0.516,-1100,-0.962
1145,512,591,42,0.447,1000,0.873,591,512,42,0.516,-1000,-0.873
1146,513,591,42,0.448,1300,1.134,591,513,42,0.516,-1300,-1.134
1147,513,592,42,0.447,1000,0.872,592,513,42,0.516,-1000,-0.872
1148,514,592,42,0.448,1400,1.22,592,514,42,0.516,-1400,-1.22
1149,514,593,42,0.447,1200,1.044,593,514,42,0.516,-1200,-1.044
1150,514,594,42,0.447,800,0.696,594,514,42,0.517,-800,-0.696
1151,514,595,42,0.447,400,0.348,595,514,42,0.517,-400,-0.348
